sha256	bytes	path_count	paths	product_skus	action
830712b7a6ca9411a31fa8348e975de2f81a66f78d5d5d69f9fd6f2c87eccc87	912867	2	2020/12/AED-004-FORTE-PECHO.pdf | 2021/01/AED-004-FORTE-PECHO.pdf	EJE-FO-11-00	preserved
