document_key	relative_path	mime_type	canonical_url	referenced_url	product_ids	product_skus	product_names	relation_types	status
2021/01/AEM-217A-RE-RAMPA.pdf	2021/01/AEM-217A-RE-RAMPA.pdf	application/pdf		https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-217A-RE-RAMPA.pdf	6580	REH-00-02-00	RAMPA PARA REHABILITACION	content_url	missing_in_production
2021/11/RPL-117-Plano-de-Excavacion-REV0.zip	2021/11/RPL-117-Plano-de-Excavacion-REV0.zip	application/zip		https://www.productosjumbo.com/wp-content/uploads/2021/11/RPL-117-Plano-de-Excavacion-REV0.zip	7014	RES-00-02-00	RESBALADILLA LAMINA DE 3MT	content_url	missing_in_production
2022/06/AEM-217B-RE-Archivo-2D-Rev.0.zip	2022/06/AEM-217B-RE-Archivo-2D-Rev.0.zip	application/zip		https://www.productosjumbo.com/wp-content/uploads/2022/06/AEM-217B-RE-Archivo-2D-Rev.0.zip	6583	REH-00-03-00	ESCALERA PARA REHABILITACION	content_url	missing_in_production
2022/06/AEM-217B-RE-Ficha-Tecnica-REV.0.pdf	2022/06/AEM-217B-RE-Ficha-Tecnica-REV.0.pdf	application/pdf		https://www.productosjumbo.com/wp-content/uploads/2022/06/AEM-217B-RE-Ficha-Tecnica-REV.0.pdf	6583	REH-00-03-00	ESCALERA PARA REHABILITACION	content_url	missing_in_production
2023/06/CIR-00-02-00-CONJUNTO-CALISTENIA-Plano-de-excavacion.zip	2023/06/CIR-00-02-00-CONJUNTO-CALISTENIA-Plano-de-excavacion.zip	application/zip		https://www.productosjumbo.com/wp-content/uploads/2023/06/CIR-00-02-00-CONJUNTO-CALISTENIA-Plano-de-excavacion.zip	6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	content_url	missing_in_production
