product_id	product_sku	product_name	product_status	product_slug	description	description_status	description_source	specifications	specification_count	specification_status	specifications_source	specifications_confidence	completeness_status	needs_review	review_reasons	content_sha256	excerpt_sha256
6482	SEÑ-00-13-00	SEÑALETICA ARBOL	publish	senaletica-3		missing		Largo: 1.65 m; Ancho: 0.05 m; Alto: 2.60 m; Material: Metal y lámina. *Incluye etiqueta antivandálica personalizable a 1 cara	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c841f403b27337e0758d186eafd7191788554a136022b5ecb1143839c1a2010c
6484	SEÑ-00-04-00	SEÑALETICA CUBICA	publish	senaletica-4		missing		Largo: 0.20 m; Ancho: 0.20 m; Alto: 1.10 m; Material: Metal y lámina *Incluye etiqueta antivandálica personalizable a 1 cara.	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b09706005953d1bec66288944c3a57c148653106a183f227c097ffdb82547bd1
6486	SEÑ-00-03-00	SEÑALETICA BASTON	publish	senaletica-5		missing		Largo: 0.50 m; Ancho: 0.30 m; Alto: 1.50 m; Material: Metal y lámina. *Incluye etiqueta antivandálica personalizable.	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	01743d45857cd96288bb7e49020de8845cff0d303176970b15d37213eccf3931
6488	SEÑ-00-05-00	Señalética Bandera (ESI-312)	publish	senaletica-6		missing		Largo: 0.50 m; Ancho: 0.15 m; Alto: 2.00 m; Material: Metal y lámina. *Incluye etiqueta antivandálica personalizable.	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7d1bedeedcfb54bb928a2928c339ef29d2f04576e700cd9aad945a920282e16b
6490	SEÑ-00-06-00	SEÑALETICA VERTICAL	publish	senaletica-7		missing		Largo: 0.40 m; Ancho: 0.30 m; Alto: 2.45 m; Material: Metal *Incluye etiqueta antivandálica personalizable a 1 cara	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	85b76436c494b343eae7afd37993220aebc1fba548ddce53f1c013ec5c4d1117
6494	COL-IN-03-00	COLUMPIO CON CAMASTRO DE PLASTIPANEL	publish	columpio-hamaca-doble		missing		Largo: 3.25 m; Ancho: 1.20 m; Alto: 2.15 m; Área mínima: 6.85 m × 4.80 m; Capacidad: 2 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f078aebb55b6f8b879aa50ce96b3d0cbd1f24eab70067498f45582f4037730be
6506	MMA-117	Maceta Asimetrica Chica	publish	maceta-geometrica-chica		missing		Largo: 0.45 m; Ancho: 0.45 m; Alto: 0.55 m; Material: Fibra de vidrio.	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	966e8b956790227c840fdfc133fe3766ef4238739d302d2768ba9d46465a2c08
6507	MMA-217	Maceta Geometrica Grande	publish	maceta-geometrica-grande		missing		Largo: 0.65 m; Ancho: 0.65 m; Alto: 0.70 m; Material: Fibra de vidrio	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	908eb4592874175406e330a42e09d4f03f157f5867e5ab44d51ff94417d21028
6509	MMA-118	Maceta Geométrica Megagrande	publish	mega-maceta-geometrica		missing		Largo: 1.00 m; Ancho: 1.00 m; Alto: 1.50 m; Material: Fibra de vidrio.	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	deb09f953052209ea72211360b6a9d6551e927dfb9f963c790cccaf09bb9a8ec
6513	INOX-517B	Banca Loa Inox	draft	banca-loa-inox		missing		Largo: 1.25 m; Ancho: 0.65 m; Alto: 0.80 m; Material: Acero ino × idable	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d59824cc1749396d641e68975153e1611769a85d9e70b114e5e512eb2cdb7ca8
6520	BOT-IX-02-00	BOTE GRIJALVA DOBLE CON TAPA	publish	bote-inox		missing		Largo: 1.10 m; Ancho: 0.45 m; Alto: 1.20 m; Material: Acero ino × idable	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5ca25b9823721d7cb71d20d2eada877003da873003319b0732f2ab270698ef5a
6526	CMT-118B	Banca Tikal	publish	banca-tikal		missing		Largo: 1.35 m; Ancho: 0.40 m; Alto: 0.45 m; Capacidad: 3 personas; Material: Concreto prefabricado	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	dd2b6f4ea094f87f234824d89d9f1e2e4f22013e834239dd03d73157d74e2a4d
6528	CMT-218B	Banco Angkor	publish	banco-angkor		missing		Largo: 0.45 m; Ancho: 0.45 m; Alto: 0.45 m; Material: Concreto prefabricado	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	40623de8c653fb14879442a9708cfb0d243c170df8e025ad793c662251d71a9b
6531	BOL-00-01-00	BOLARDO METALICO	publish	bolardo-completo		missing		Alto: 0.75 m *Incluye cinta reflejante; Diámetro: 0.09 m	2	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	812d2ba0d63b698b0df699acd72ce0eed994b34f90b343b2f1fc98f3a7901a32
6536	EJE-IN-02-00	EJERCITADOR MUÑECAS DOBLE INCLUSIVO	publish	doble-ejercitador-de-munecas-dc-inclusivo		missing		Largo: 1.70 m; Ancho: 1.00 m; Alto: 1.20 m; Área mínima: 2.70 m × 2.00 m; Capacidad: 2 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8fc4c2a8609768d6748d2ae435cf7957160042248f955842c13283613daae175
6538	BOL-00-03-00	BOLARDO TRIANGULAR	publish	bolardo-1		missing		Largo: 0.15 m; Ancho: 0.15 m; Alto: 1.00 m	3	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7cd263d73f044f81be30fca6df49e970715a5d203d07575cab26280e188243e0
6540	BOL-00-02-00	BOLARDO CUADRADO	publish	bolardo-2		missing		Largo: 0.15 m; Ancho: 0.15 m; Alto: 1.00 m	3	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7cd263d73f044f81be30fca6df49e970715a5d203d07575cab26280e188243e0
6543	EJE-IN-03-00	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO	publish	doble-ejercitador-de-brazos-y-piernas-dc-inclusivo		missing		Largo: 1.22 m; Ancho: 1.15 m; Alto: 1.10 m; Área mínima: 2.20 m × 2.15 m; Capacidad: 4 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	51f12341b5076d36af7faae465cfba44a2aeabe94a0c1507af5e78c0f7f13377
6546	EJE-IN-04-00	EJERCITADOR COMBINADO DE BRAZOS Y MUÑECAS INCLUSIVO	publish	doble-combinado-de-brazos-y-munecas-dc		missing		Largo: 1.35 m; Ancho: 1.20 m; Alto: 1.10 m; Área mínima: 2.35 m × 2.20 m; Capacidad: 4 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5e78e95caba2425bce7f9c5c9522e7cd2f049fb593d6d55e29581e6f5265de23
6557	EJE-IN-07-00	EJERCITADOR DOMINADAS EN BARRA FORTE INCLUSIVO	publish	forte-dominadas-en-barra-dc-inclusivo		missing		Largo: 1.65 m; Ancho: 1.00 m; Alto: 2.00 m; Área mínima: 2.65 m × 2.00 m; Capacidad: 2 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	482e98cf1e6d5bf154ded2c2844d5718be17b7adaebde759a597d7c41ddcd9f8
6561	EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	publish	forte-ejercitador-de-brazos-y-munecas-dc-inclusivos		missing		Largo: 1.70 m; Ancho: 1.00 m; Alto: 2.00 m; Área mínima: 2.70 m × 2.00 m; Capacidad: 2 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	40a1b3bfb2839d90e0faaca4c40c5c96c1f2860ec2b64ae8436f1c14b3e2fdce
6564	EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	publish	brazos-munecas-y-hombros-dc-inclusivo		missing		Largo: 2.85 m; Ancho: 1.55 m; Alto: 1.70 m; Área mínima: 3.85 m × 1.55 m; Capacidad: 6 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	df5d8c0789bc4e751fccf4f13e2826499d142c00c285268e300c33bbd41ef575
6569	BUS-LP-01-00	PARABUS LONG	publish	parabus-3		missing		Largo: 3.65 m; Ancho: 1.70 m; Alto: 2.80 m; Capacidad: 6 personas; Material: Metal y techo de policarbonato.	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	01c20c64d8f1a7254bc28ec0adccc185bb945e6bb5a3c56200eb2773912ded81
6575	BUS-TP-02-00	PARABUS FULL	publish	parabus-1		missing		Largo: 3.65 m; Ancho: 1.55 m; Alto: 3.00 m; Capacidad: 5 personas; Material: Metal y techo de policarbonato.	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a95805c0c1da66cad4de7c4fa2a9ab0466d04383220e4a4eeed640487d9059b6
6577	FUMR-319	Fuente lineal 4 salidas, 4 jet, 2 m altura	publish	fuente-lineal-4-chorros		missing		Configuración: Lineal; Salidas: 4 salidas; Jets: 4 jets; Altura del chorro: 2 m; Variación de altura: No variable	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	96ad1cc3cf4ca2a2ce3d2c2aa42c1379b17c51735d6a1e090025e2840862832a
6578	FUMR-319-1	Fuente lineal 4 salidas, 4 jet 3 m altura	publish	fuente-lineal-4-chorros-2		missing		Configuración: Lineal; Salidas: 4 salidas; Jets: 4 jets; Altura del chorro: 3 m; Variación de altura: Variable	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f7be86715ecc3e1e393d3445ba49734598afaeda203c2410b8b2b41d6e86c16e
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	fuente-lineal-4-chorros-2-m-2-aspersores		missing		Configuración: Lineal; Salidas: 4 salidas; Jets: 2 jets; Aspersores: 2 aspersores; Altura del chorro: 2 m; Variación de altura: No variable	6	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a5179394ea55abd93289f4649b25db533464f60ef7737065f9866d63b89f13e7
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	rampa		missing		Largo: 3.00 m; Ancho: 0.50 m; Alto: 1.60 m; Área mínima: 5.00 m × 2.50 m; Capacidad: 3 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8b45cf7d6a25368ad0db5b9ea5071ccff2a94e86920b8efa5f6546fda2837277
6582	FUMR-319A-1	Fuente lineal 4 salidas, 2 jet y 2 aspersor 3 m altura	publish	fuente-lineal-4-chorros-3-m-2-aspersores		missing		Alto: 3 m Aspersores: 2	1	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	965dfe2d19689bee13b86d7e3e1811c2deeb1659ab8131029bdbaab74774c90b
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	escalera		missing		Largo: 3.00 m; Ancho: 0.50 m; Alto: 1.60 m; Área mínima: 5.00 m × 2.50 m; Capacidad: 3 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	37ed0426b55ea39f46883330a906fec07a0fbfea140c7a7b6e05e1d811675b5c
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	conjunto-de-rehabilitacion-a		missing		Largo: 4.10 m; Ancho: 3.95 m; Alto: 2.85 m; Área mínima: 7.70 m × 7.55 m; Capacidad: 7 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2cad349d3f0dbe22cbaab63c04a19d04cc13a169257ad48ea635e8bfd0a0973e
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	conjunto-de-rehabilitacion-b		missing		Largo: 4.25 m; Ancho: 4.00 m; Alto: 2.85 m; Área mínima: 7.85 m × 7.60 m; Capacidad: 10 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3f9cc0f8da04f3a03285354d3e6edc219a150e9d184acdccdad955249add854
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	fuente-redonda-5-salidas-5-jet-2-m-altura		missing		Configuración: Redonda; Salidas: 5 salidas; Jets: 5 jets; Altura del chorro: 2 m; Variación de altura: No variable	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	cf5cb7fb86f9fabbc44b4c1fb1ea3bcaa94a283a763146e36a7f06e47f95fb0f
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	fuente-redonda-5-salidas-5-jet-3-m-altura		missing		Configuración: Redonda; Salidas: 5 salidas; Jets: 5 jets; Altura del chorro: 3 m; Variación de altura: Variable	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6bb803c49c314a15101985d5a8721402427a766b31c31dd0c1100a98f748cf62
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	fuente-redonda-7-salidas-7-jet-2-m-altura		missing		Configuración: Redonda; Salidas: 7 salidas; Jets: 7 jets; Altura del chorro: 2 m; Variación de altura: No variable	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	cb54cd009607acc915351d3ba7c4b240986d6bc2a019aaf680c7ead0bb6d72a7
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	fuente-redonda-7-salidas-7-jet-3-m-altura		missing		Configuración: Redonda; Salidas: 7 salidas; Jets: 7 jets; Altura del chorro: 3 m; Variación de altura: Variable	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	53097ba41ed3410113ae3d3672fe2eaa05c827ee0e4b364a61bffac4c77304aa
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	fuente-redonda-9-salidas-8-jet-y-1-aspersor-2-mts-altura		missing		Configuración: Redonda; Salidas: 9 salidas; Jets: 8 jets; Aspersores: 1 aspersor; Altura del chorro: 2 m; Variación de altura: No variable	6	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	cb4665e2b4bb8342d5bc50c67e18406f4fc66a93caf85b4968bdd2b1b49440c7
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	fuente-redonda-9-salidas-8-jet-y-1-aspersor-3-mts-altura		missing		Configuración: Redonda; Salidas: 9 salidas; Jets: 8 jets; Aspersores: 1 aspersor; Altura del chorro: 3 m; Variación de altura: Variable	6	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d5cbb644b1f4481ecf782e4c382693a0513980789262b723200ed2752bb36505
6602	FUMR-119-C	Cascada digital	publish	cascada-digital	Estructura en acero que proyecta un flujo de agua continuo formando diversas figuras representativas del lugar, luz LED y sensores.	present	post_excerpt_reclassified		0	missing	reclassified_as_description	none	missing_specifications	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9673ce9636e3e51efc609119202786f42a06188ab3b3dfcc539ebab9dfa69522
6603	FUMR-119E-C	Cascada digital metro extra	private	cascada-digital-metro-extra	Estructura en acero que proyecta un flujo de agua continuo formando diversas figuras representativas del lugar, luz LED y sensores.	present	post_excerpt_reclassified		0	missing	reclassified_as_description	none	missing_specifications	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9673ce9636e3e51efc609119202786f42a06188ab3b3dfcc539ebab9dfa69522
6604	PIL-PT-04-00	LUMIN FULGOR 2M ALTURA	publish	lumin-fulgor-2m-altura		missing		Largo: 0.35 m; Ancho: 0.35 m; Alto: 2.00 m Especificaciones: Luz blanca; Material: Base en acero, doble tubo de plástico e × truido. Energía: 110 - 120 v	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	df94f1faf146ddaee807e1b4bd72ffcf972907c9fecc2ea46e06aec95c5e1bd1
6610	PIL-PT-03-00	LUMIN ALBA 2.5M ALTURA	publish	lumin-alba-2-5-m-altura		missing		Largo: 0.35 m; Ancho: 0.35 m; Alto: 2.50 m Especificaciones: Luz blanca; Material: Metal y plástico e × truido Energía: 110 - 120 v	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	94722bda6c23a86c8d714633219653c564a73c36079fdb28f3a3488458a06f74
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	bancas-de-jugadores-con-techumbre		missing		Largo: 6.20 m; Ancho: 1.15 m; Alto: 2.15 m; Área mínima: 7.20 m × 1.15 m; Capacidad: 11 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c2f39ec6462196bd3ed5d2d33c99fb6fffe97746a21c687561a5a4ade35de929
6653	DEP-00-06-00	TABLERO DE BÁSQUETBOL	publish	tablero-de-basquetbol		missing		Largo: 1.80 m; Ancho: 2.75 m; Alto: 4.00 m *Incluye red	3	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d2fe0a6f534937b8f70ecba045672ed1f0107476210c5e58137d5739da71cc1b
6661	DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	publish	gradas-techadas-5-asientos-y-descansa-pies		missing		Largo: 6.30 m; Ancho: 2.80 m; Alto: 2.60 m; Área mínima: 7.30 m × 3.80 m; Capacidad: 70 personas	5	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5c0484321255ff5ad595b380a3b7afb94397b6079f7da16c616c2ec96e336718
6664	DEP-00-09-00	PORTERIA FÚTBOL RAPIDO	publish	porteria-futbol-rapido		missing		Largo: 3.00 m; Ancho: 1.15 m; Alto: 2.00 m *Incluye red	3	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	40cd9a6dbee448b3d1acb4192d22b5d0d6136bb60845cb1cd4973daae37d560f
6674	VL-119	Velaria Twist Malla Sombra 9.2  X 9.2 M	private	velaria-twist-malla-sombra-9-2-x-9-2-m		missing		Largo: 9.20 m; Ancho: 9.20 m; Alto: 5.11 m	3	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f34a66ee2fa037411ea59a0ffa2d1fbd1350835532badd1a18f810e7ea12678f
6683	DEP-00-12-00	CANCHA CIRCULAR DE FUTBOL RAPIDO	publish	cancha-circular-futbol-rapido		missing		Largo: 8.05 m; Ancho: 7.05 m; Alto: 2.25 m; Capacidad: 6 personas	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	36681cec50d8a35d8ca2ec88045d1cb4566608930258f61e41375b629f8b25ac
6686	DEP-00-10-00	PORTERIA DE FÚTBOL PROFESIONAL	publish	porteria-futbol-profesional		missing		Largo: 7.35 m; Ancho: 1.85 m; Alto: 2.50 m	3	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4c988318cb74c3c1df7c18309fc490b8337a7a773902c848619374e7110a5f04
6689	DEP-MO-05-00	MESA DE AJEDREZ	publish	mesa-de-ajedrez		missing		Largo: 1.45 m; Ancho: 1.45 m; Alto: 0.70 m; Capacidad: 4 personas	4	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	583586de13f47b92d2092f7a7801e747be88d5b62f014aa9869c8c5fc82e5371
6691	VL-219	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M	private	velaria-conica-malla-sombra-4-puntos-9-2-x-9-2-m		missing		Largo: 9.20 m; Ancho: 9.20 m; Alto: 6.16 m	3	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5d1cb148c31392549127476f73b48c33224cf87e333764216d8b2a3b3263f163
6693	VL-319	Sombrilla Malla Sombra 4 Puntos 3 X 3 M	private	sombrilla-malla-sombra-4-puntos-3-x-3-m		missing		Largo: 3.00 m; Ancho: 3.00 m; Alto: 3.50 m	3	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e51aed01f6609aa6fb330427f162b314fa50a014d660d585b4617fffc3b2523f
6697	VL-119-1	Velaria Twist Malla Sombra 6.2 X 6.2 M	private	velaria-twist-malla-sombra-6-2-x-6-2-m		missing		Largo: 6.20 m; Ancho: 6.20 m; Alto: 4.11 m	3	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	daa2dda691cce7cedd1c13c5e519a982cacb313bac8631b0fb9e052e8f7f9650
6699	VL-219-1	Velaria Conica Malla Sombra 4 Puntos 6.2  X 6.2 M	private	velaria-conica-malla-sombra-4-puntos-6-2-x-6-2-m		missing		Largo: 6.20 m; Ancho: 6.20 m; Alto: 5.00 m	3	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c200085eff1d45cee7fa8e01a0f4914a408e3bf3e706dfd9bdd9340ed82b2db0
6701	LT-1.20	Letra de lamina 1.20 m de alto con base de 30 cm	publish	letra-de-lamina-1-20-m-de-alto-con-base-de-30-cm		missing		Alto: 1.20 m; Base: 0.30 cm; Material: Metal	3	structured	post_excerpt	medium	missing_description	yes	possible_unit_inconsistency	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	77a74042d05f3cfc997bd20b511204f6fac50130699c265b150272627be35c50
6703	LT-1.50	Letra de lamina 1.50 m de alto con base de 30 cm	publish	letra-de-lamina-1-50-m-de-alto-con-base-de-30-cm		missing		Alto: 1.50 m; Base: 0.30 cm; Material: Metal	3	structured	post_excerpt	medium	missing_description	yes	possible_unit_inconsistency	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	09294b1f56d06b07540e4aaf37bddbdebf6191d79d7f42b254959bfaf68f6357
6704	LET-PT-03-00	LETRA POLICARBONATO Y LUZ 2.00 M DE ALTO	publish	letra-policarbonato-y-luz-2-00-m-de-alto		missing		Alto: 2.00 m; Material: Metal y acrílico	2	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	afeeeda32e89e87b40ea583e588d76f195d3873ba0057d6187a3aa0d3877d6df
6708	LET-PT-04-00	LETRA POLICARBONATO Y LUZ 3.00 M DE ALTO	publish	letra-policarbonato-y-luz-3-00-m-de-alto		missing		Alto: 3.00 m; Material: Metal y acrílico	2	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e4414ba64d91f5ea8868c77931902ef07bcf98baff2a171c4e68656c3a315540
6709	LET-PT-01-00	LETRA ACRILICO Y LUZ 1.20 M DE ALTO CON BASE	publish	letra-acrilico-y-luz-1-20-m-de-alto-con-base		missing		Alto: 1.20 m; Material: Metal y acrílico	2	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	abddc7b5cf3066d8d1f0758a40890102319a4ec345a41a03eea0376f30469021
6710	LET-PT-02-00	LETRA ACRILICO Y LUZ 1.50 M DE ALTO CON BASE	publish	letra-acrilico-y-luz-1-50-m-de-alto-con-base		missing		Alto: 1.50 m; Material: Metal y acrílico	2	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4be2b2034af50e78625eb3ea8134698c5fea7ae90eb2779dff8f5b8feb90536f
6712	TEC-AC-01-00	TECHO SOMBRA DE COLOR 12 ACRILICO	publish	techo-sombra-de-color-12-acrilico		missing		Largo: 7.30 m; Ancho: 1.60 m; Alto: 2.65 m; Material: Metal y acrílico	4	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	60786d5cb8a2fe8e6a14dee63310933b2c82696dad15f0b6136ebffa72dc8222
6715	TEC-PT-02-00	TECHO SOLAR	publish	techo-solar		missing		Largo: 2.60 m; Ancho: 2.60 m; Alto: 2.70 m; Material: Metal, lámina troquelada, paneles solares (cone × ión USB, puertos de carga)	4	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	12df6c4b1495344d05dbfaa492808d567478fb5143befa8dc093e2fde5c31783
6721	BAN-PM-10-00	BANCA CENTRO HISTORICO CON PLASTIMADERA	publish	banca-pol-02ms		missing		Largo: 1.30 m; Ancho: 0.60 m; Alto: 1.00 m	3	structured	post_excerpt	medium	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b53643b3225aa24db001d9585413596effee69cb1be16ce4799b1c4ac843aa47
6728	DEP-00-11-00	RED Y 2 POSTES DE VOLEIBOL	publish	red-y-2-postes-de-voleibol		missing		Largo: 11.00 m; Ancho: 0.10 m; Alto: 2.50 m *Incluye red	3	structured	post_excerpt	high	missing_description	no		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	51a26b23c59915e58e6bce54fa59158610207cdd9900acf9ce9c0ded1d397443
