media_key	relative_path	mime_type	file_exists	bytes	canonical_url	referenced_url	attachment_ids	product_ids	product_skus	product_names	relation_types
2020/12/MEV-CR-03-00-fichatecnica.pdf	2020/12/MEV-CR-03-00-fichatecnica.pdf	application/pdf	yes	406056	https://www.productosjumbo.com/wp-content/uploads/2020/12/MEV-CR-03-00-fichatecnica.pdf	https://www.productosjumbo.com/wp-content/uploads/2020/12/MEV-CR-03-00-fichatecnica.pdf	32628	6738	MEV-CR-03-00	Juego GRADY	meta_url:_pj_ficha_tecnica_url | parented_attachment
2021/01/AED-004-FORTE-PECHO.pdf	2021/01/AED-004-FORTE-PECHO.pdf	application/pdf	yes	912867	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-004-FORTE-PECHO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-004-FORTE-PECHO.pdf	8117	6187	EJE-FO-11-00	EJERCITADOR PECHO FORTE	content_url
2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	application/pdf	yes	523419	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	8122	6197	EJE-FO-04-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE	content_url
2021/01/AED-013-FORTE-POTRO.pdf	2021/01/AED-013-FORTE-POTRO.pdf	application/pdf	yes	532392	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-013-FORTE-POTRO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-013-FORTE-POTRO.pdf	8121	6199	EJE-FO-06-00	EJERCITADOR POTRO FORTE	content_url
2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	application/pdf	yes	536974	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	8097	6201	EJE-FO-02-00	EJERCITADOR BARRAS PARALELAS FORTE	content_url
2021/01/AEF-0515-DC-BRAZOS-Y-PIERNAS-DC.pdf	2021/01/AEF-0515-DC-BRAZOS-Y-PIERNAS-DC.pdf	application/pdf	yes	543043	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEF-0515-DC-BRAZOS-Y-PIERNAS-DC.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEF-0515-DC-BRAZOS-Y-PIERNAS-DC.pdf	8184	6543	EJE-IN-03-00	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO	content_url
2021/01/AEM-214-CAMINADORA.pdf	2021/01/AEM-214-CAMINADORA.pdf	application/pdf	yes	501255	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-214-CAMINADORA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-214-CAMINADORA.pdf	8015	6041	EJE-BA-07-00	Private: Ejercitador Caminadora Balance	content_url
2021/01/AEM-217A-RE-RAMPA.pdf	2021/01/AEM-217A-RE-RAMPA.pdf	application/pdf	no			https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-217A-RE-RAMPA.pdf		6580	REH-00-02-00	RAMPA PARA REHABILITACION	content_url
2021/01/AEM-314-ELIPTICA.pdf	2021/01/AEM-314-ELIPTICA.pdf	application/pdf	yes	542838	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-314-ELIPTICA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-314-ELIPTICA.pdf	8022	5940	EJE-BA-08-00	Private: Ejercitador Eliptica Balance	content_url
2021/01/AEM-514-2-PECHO-SENCILLO.pdf	2021/01/AEM-514-2-PECHO-SENCILLO.pdf	application/pdf	yes	555318	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-514-2-PECHO-SENCILLO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-514-2-PECHO-SENCILLO.pdf	8014	5996	EJE-BA-11-00	Private: Ejercitador De Pecho Balance	content_url
2021/01/AEM-714-BICICLETA.pdf	2021/01/AEM-714-BICICLETA.pdf	application/pdf	yes	538231	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-714-BICICLETA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/AEM-714-BICICLETA.pdf	8016	6045	EJE-BA-15-00	Private: Ejercitador Bicicleta Balance	content_url
2021/01/BAN-711-BANCA-HIMALAYA.pdf	2021/01/BAN-711-BANCA-HIMALAYA.pdf	application/pdf	yes	555537	https://www.productosjumbo.com/wp-content/uploads/2021/01/BAN-711-BANCA-HIMALAYA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/BAN-711-BANCA-HIMALAYA.pdf	8311	6283	BAN-00-09-00	BANCA HIMALAYA	content_url
2021/01/BBP-216-BANCA-PARA-BOLERO.pdf	2021/01/BBP-216-BANCA-PARA-BOLERO.pdf	application/pdf	yes	626028	https://www.productosjumbo.com/wp-content/uploads/2021/01/BBP-216-BANCA-PARA-BOLERO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/BBP-216-BANCA-PARA-BOLERO.pdf	8265	6360	BAN-PM-05-00	BANCA PARA BOLERO	content_url
2021/01/BF-112-BANCA-EVEREST.pdf	2021/01/BF-112-BANCA-EVEREST.pdf	application/pdf	yes	1012462	https://www.productosjumbo.com/wp-content/uploads/2021/01/BF-112-BANCA-EVEREST.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/BF-112-BANCA-EVEREST.pdf	8266	6288	BAN-LP-07-00	BANCA EVEREST	content_url
2021/01/BF-165-BANCA-PVC.pdf	2021/01/BF-165-BANCA-PVC.pdf	application/pdf	yes	873703	https://www.productosjumbo.com/wp-content/uploads/2021/01/BF-165-BANCA-PVC.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/BF-165-BANCA-PVC.pdf	8267	6293,8314	BAN-PP-01-00,BAN-PV-02-00	BANCA PMP PLASTIMADERA | BANCA PMP PVC	content_url
2021/01/CRL-32-7.0-CONJUNTO-MEDIA-LUNA.pdf	2021/01/CRL-32-7.0-CONJUNTO-MEDIA-LUNA.pdf	application/pdf	yes	581357	https://www.productosjumbo.com/wp-content/uploads/2021/01/CRL-32-7.0-CONJUNTO-MEDIA-LUNA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/CRL-32-7.0-CONJUNTO-MEDIA-LUNA.pdf	7855	22323	CON-CR-01-00	CONJUNTO DE MEDIA LUNA	content_url
2021/01/JIP-116-1L-PANEL-INTERACTIVO-LABERINTO.pdf	2021/01/JIP-116-1L-PANEL-INTERACTIVO-LABERINTO.pdf	application/pdf	yes	580931	https://www.productosjumbo.com/wp-content/uploads/2021/01/JIP-116-1L-PANEL-INTERACTIVO-LABERINTO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/JIP-116-1L-PANEL-INTERACTIVO-LABERINTO.pdf	7923	7103	INT-PL-03-00	PANEL INTERACTIVO LABERINTO	content_url
2021/01/JIP-116-1M-PANEL-INTERACTIVO-MUNECO.pdf	2021/01/JIP-116-1M-PANEL-INTERACTIVO-MUNECO.pdf	application/pdf	yes	589694	https://www.productosjumbo.com/wp-content/uploads/2021/01/JIP-116-1M-PANEL-INTERACTIVO-MUNECO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/JIP-116-1M-PANEL-INTERACTIVO-MUNECO.pdf	7919	7100	INT-PL-02-00	PANEL INTERACTIVO MUÑECOS	content_url
2021/01/JIP-216-PANELES-INTERACTIVOS.pdf	2021/01/JIP-216-PANELES-INTERACTIVOS.pdf	application/pdf	yes	877382	https://www.productosjumbo.com/wp-content/uploads/2021/01/JIP-216-PANELES-INTERACTIVOS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/JIP-216-PANELES-INTERACTIVOS.pdf	7920	7091	INT-PL-04-00	PANELES INTERACTIVOS	content_url
2021/01/MUA-1013-BANCA-AKIER.pdf	2021/01/MUA-1013-BANCA-AKIER.pdf	application/pdf	yes	957971	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-1013-BANCA-AKIER.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-1013-BANCA-AKIER.pdf	8303	6330	BAN-LP-04-00	BANCA AKIER	content_url
2021/01/MUA-1015DC-BANCA-LOGAN.pdf	2021/01/MUA-1015DC-BANCA-LOGAN.pdf	application/pdf	yes	828419	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-1015DC-BANCA-LOGAN.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-1015DC-BANCA-LOGAN.pdf	8305	6341,8328	BAN-IN-01-00,BAN-IN-02-00	BANCA LOGAN INCLUSIVA | BANCA LOGAN INCLUSIVA PVC	content_url
2021/01/MUA-116-BANCA-TACANA.pdf	2021/01/MUA-116-BANCA-TACANA.pdf	application/pdf	yes	584627	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-116-BANCA-TACANA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-116-BANCA-TACANA.pdf	8275	6299	BAN-PM-04-00	BANCA TÁCANA	content_url
2021/01/MUA-118-BANCA-VELETA.pdf	2021/01/MUA-118-BANCA-VELETA.pdf	application/pdf	yes	578627	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-118-BANCA-VELETA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-118-BANCA-VELETA.pdf	8276	6389	BAN-00-02-00	BANCA VELETA	content_url
2021/01/MUA-1212-BANCA-PALERMO.pdf	2021/01/MUA-1212-BANCA-PALERMO.pdf	application/pdf	yes	1049990	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-1212-BANCA-PALERMO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-1212-BANCA-PALERMO.pdf	8306	6335	BAN-LP-03-00	BANCA PALERMO	content_url
2021/01/MUA-217-A-BANCA-FUJI-A.pdf	2021/01/MUA-217-A-BANCA-FUJI-A.pdf	application/pdf	yes	543529	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-217-A-BANCA-FUJI-A.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-217-A-BANCA-FUJI-A.pdf	8277	7262	MUA-217 A-P	Banca fuji A.	content_url
2021/01/MUA-317-BANCA-BARCENA.pdf	2021/01/MUA-317-BANCA-BARCENA.pdf	application/pdf	yes	538932	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-317-BANCA-BARCENA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-317-BANCA-BARCENA.pdf	8279	6354	BAN-PM-07-00	BANCA BARCENA	content_url
2021/01/MUA-418-Banca-Aneto.pdf	2021/01/MUA-418-Banca-Aneto.pdf	application/pdf	yes	855033	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-418-Banca-Aneto.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-418-Banca-Aneto.pdf	8271	6400	BAN-MS-03-01	BANCA TINDAYA SIN RESPALDO	content_url
2021/01/MUA-512-BANCA-ALPES.pdf	2021/01/MUA-512-BANCA-ALPES.pdf	application/pdf	yes	500595	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-512-BANCA-ALPES.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-512-BANCA-ALPES.pdf	8284	6346	BAN-00-07-00	BANCA ALPES	content_url
2021/01/MUA-517-B-BANCA-LOA-B.pdf	2021/01/MUA-517-B-BANCA-LOA-B.pdf	application/pdf	yes	830974	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-517-B-BANCA-LOA-B.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-517-B-BANCA-LOA-B.pdf	8272	6324	BAN-PP-08-00	BANCA LOA PLASTIMADERA	content_url
2021/01/MUA-519-BANCA-CURVA.pdf	2021/01/MUA-519-BANCA-CURVA.pdf	application/pdf	yes	542177	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-519-BANCA-CURVA.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-519-BANCA-CURVA.pdf	8288	6312	BAN-LP-06-00	BANCA CIRCULAR	content_url
2021/01/MUA-617-BANCA-CON-APARCABICICLETAS-PISSIS.pdf	2021/01/MUA-617-BANCA-CON-APARCABICICLETAS-PISSIS.pdf	application/pdf	yes	578480	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-617-BANCA-CON-APARCABICICLETAS-PISSIS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-617-BANCA-CON-APARCABICICLETAS-PISSIS.pdf	8233	6350	BAN-00-05-00	BANCA PISSIS	content_url
2021/01/MUA-619-BANCA-CON-PERFILES.pdf	2021/01/MUA-619-BANCA-CON-PERFILES.pdf	application/pdf	yes	527663	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-619-BANCA-CON-PERFILES.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-619-BANCA-CON-PERFILES.pdf	8291	6810	BAN-00-04-00	BANCA CON PERFILES	content_url
2021/01/MUA-915-BANCA-PUMORI.pdf	2021/01/MUA-915-BANCA-PUMORI.pdf	application/pdf	yes	673985	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-915-BANCA-PUMORI.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-915-BANCA-PUMORI.pdf	8301	6374,8336	BAN-PP-03-00,BAN-PV-01-00	BANCA PUMORI PLASTIMADERA | BANCA PUMORI PVC	content_url
2021/01/MUA-919-BANCA-MIKENO.pdf	2021/01/MUA-919-BANCA-MIKENO.pdf	application/pdf	yes	511068	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-919-BANCA-MIKENO.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUA-919-BANCA-MIKENO.pdf	8302	6390	BAN-PP-09-00	BANCA MIKENO	content_url
2021/01/MUB-212-APARCABICICLETAS.pdf	2021/01/MUB-212-APARCABICICLETAS.pdf	application/pdf	yes	600390	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-212-APARCABICICLETAS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-212-APARCABICICLETAS.pdf	8264	6448	APA-00-06-00	APARCABICICLETA SIX ONDULADO	content_url
2021/01/MUB-413-APARCABICICLETAS-3.pdf	2021/01/MUB-413-APARCABICICLETAS-3.pdf	application/pdf	yes	577740	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-413-APARCABICICLETAS-3.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-413-APARCABICICLETAS-3.pdf	8261	6467	APA-00-01-00	APARCABICICLETA ONE CURVO	content_url
2021/01/MUB-518-APARCABICICLETA-9.pdf	2021/01/MUB-518-APARCABICICLETA-9.pdf	application/pdf	yes	828888	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-518-APARCABICICLETA-9.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-518-APARCABICICLETA-9.pdf	8262	6474	APA-00-07-00	APARCABICICLETA THREE TRIANGULAR	content_url
2021/01/MUB-716-APARCABICILCETAS.pdf	2021/01/MUB-716-APARCABICILCETAS.pdf	application/pdf	yes	568929	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-716-APARCABICILCETAS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUB-716-APARCABICILCETAS.pdf	8263	6445	APA-00-05-00	APARCABICICLETA ONE RECTANGULAR	content_url
2021/01/MUM-419-1-BANCA-FURNAS.pdf	2021/01/MUM-419-1-BANCA-FURNAS.pdf	application/pdf	yes	517743	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUM-419-1-BANCA-FURNAS.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUM-419-1-BANCA-FURNAS.pdf	8310	6370	MES-LP-05-00	MESA RODAS CON TECHO CIRCULAR	content_url
2021/01/MUM-513-MESA-AJEDREZ.pdf	2021/01/MUM-513-MESA-AJEDREZ.pdf	application/pdf	yes	562653	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUM-513-MESA-AJEDREZ.pdf	https://www.productosjumbo.com/wp-content/uploads/2021/01/MUM-513-MESA-AJEDREZ.pdf	8231	6689	DEP-MO-05-00	MESA DE AJEDREZ	content_url
2021/10/CP-118-Archivo-2D-Rev.0.zip	2021/10/CP-118-Archivo-2D-Rev.0.zip	application/zip	yes	91690	https://www.productosjumbo.com/wp-content/uploads/2021/10/CP-118-Archivo-2D-Rev.0.zip	https://www.productosjumbo.com/wp-content/uploads/2021/10/CP-118-Archivo-2D-Rev.0.zip	21013	7791	COL-AB-06-00	COLUMPIO KRONE	content_url
2021/10/EOS-1010-7.0-Archivo-2D-Rev.0.zip	2021/10/EOS-1010-7.0-Archivo-2D-Rev.0.zip	application/zip	yes	893714	https://www.productosjumbo.com/wp-content/uploads/2021/10/EOS-1010-7.0-Archivo-2D-Rev.0.zip	https://www.productosjumbo.com/wp-content/uploads/2021/10/EOS-1010-7.0-Archivo-2D-Rev.0.zip	21280	6733	EOS-PR-17-00	Private: Juego Oregon (EOS-1010 7.0)	content_url
2021/10/EOS-1613-10.0-Archivo-2D-Rev.0.zip	2021/10/EOS-1613-10.0-Archivo-2D-Rev.0.zip	application/zip	yes	2248949	https://www.productosjumbo.com/wp-content/uploads/2021/10/EOS-1613-10.0-Archivo-2D-Rev.0.zip	https://www.productosjumbo.com/wp-content/uploads/2021/10/EOS-1613-10.0-Archivo-2D-Rev.0.zip	21229	6707	EOS-PR-11-00	Juego Randolph (EOS-1613 10.0)	content_url
