product_id	category_id	category_name	category_slug	parent_category_id
28651	78	Circuitos de ejercicio	circuitos-deportivos-para-entrenamiento	66
28654	78	Circuitos de ejercicio	circuitos-deportivos-para-entrenamiento	66
28664	76	Aparatos de Calistenia	calistenia	66
28674	76	Aparatos de Calistenia	calistenia	66
28676	76	Aparatos de Calistenia	calistenia	66
28678	106	Circuitos Caninos Agility	circuitos	66
29276	317	Skateparks y Pumtracks	skateparks-y-pumtracks	66
29280	317	Skateparks y Pumtracks	skateparks-y-pumtracks	66
29281	317	Skateparks y Pumtracks	skateparks-y-pumtracks	66
29284	317	Skateparks y Pumtracks	skateparks-y-pumtracks	66
29373	91	Mobiliario de concreto	mobiliario-de-concreto	77
29376	15	Sin categorizar	sin-categorizar	0
29377	91	Mobiliario de concreto	mobiliario-de-concreto	77
29380	91	Mobiliario de concreto	mobiliario-de-concreto	77
29383	91	Mobiliario de concreto	mobiliario-de-concreto	77
29757	66	Gimnasios al aire libre	gimnasios-al-aire-libre	0
29757	76	Aparatos de Calistenia	calistenia	66
30487	70	Juegos infantiles	juegos-infantiles	0
30487	321	Kompan	kompan	70
30490	70	Juegos infantiles	juegos-infantiles	0
30490	321	Kompan	kompan	70
30492	70	Juegos infantiles	juegos-infantiles	0
30492	321	Kompan	kompan	70
30494	70	Juegos infantiles	juegos-infantiles	0
30494	321	Kompan	kompan	70
30496	70	Juegos infantiles	juegos-infantiles	0
30496	321	Kompan	kompan	70
30498	70	Juegos infantiles	juegos-infantiles	0
30498	321	Kompan	kompan	70
30500	70	Juegos infantiles	juegos-infantiles	0
30500	321	Kompan	kompan	70
30502	70	Juegos infantiles	juegos-infantiles	0
30502	321	Kompan	kompan	70
30504	70	Juegos infantiles	juegos-infantiles	0
30504	321	Kompan	kompan	70
30506	70	Juegos infantiles	juegos-infantiles	0
30506	321	Kompan	kompan	70
30508	70	Juegos infantiles	juegos-infantiles	0
30508	321	Kompan	kompan	70
30510	70	Juegos infantiles	juegos-infantiles	0
30510	321	Kompan	kompan	70
30513	70	Juegos infantiles	juegos-infantiles	0
30513	321	Kompan	kompan	70
30515	70	Juegos infantiles	juegos-infantiles	0
30515	321	Kompan	kompan	70
30517	70	Juegos infantiles	juegos-infantiles	0
30517	321	Kompan	kompan	70
30519	70	Juegos infantiles	juegos-infantiles	0
30519	321	Kompan	kompan	70
30521	70	Juegos infantiles	juegos-infantiles	0
30521	321	Kompan	kompan	70
30523	70	Juegos infantiles	juegos-infantiles	0
30523	321	Kompan	kompan	70
30525	70	Juegos infantiles	juegos-infantiles	0
30525	321	Kompan	kompan	70
30527	70	Juegos infantiles	juegos-infantiles	0
30527	321	Kompan	kompan	70
30529	70	Juegos infantiles	juegos-infantiles	0
30529	321	Kompan	kompan	70
30532	70	Juegos infantiles	juegos-infantiles	0
30532	321	Kompan	kompan	70
30534	70	Juegos infantiles	juegos-infantiles	0
30534	321	Kompan	kompan	70
30536	70	Juegos infantiles	juegos-infantiles	0
30536	321	Kompan	kompan	70
30539	70	Juegos infantiles	juegos-infantiles	0
30539	321	Kompan	kompan	70
30541	70	Juegos infantiles	juegos-infantiles	0
30541	321	Kompan	kompan	70
30543	70	Juegos infantiles	juegos-infantiles	0
