product_id	product_sku	product_name	product_status	document_type	document_key	relative_path	repository_path	mime_type	bytes	sha256	attachment_ids	attachment_titles	relation_types	canonical_url
6194	EJE-FO-03-00	EJERCITADOR MOVIMIENTO DE CINTURA FORTE	publish	technical_sheet	2022/07/AED-010-Ficha-Tecnica-REV-0.pdf	2022/07/AED-010-Ficha-Tecnica-REV-0.pdf	media/production/documents/uploads/2022/07/AED-010-Ficha-Tecnica-REV-0.pdf	application/pdf	906853	e5a6ced397d56727d8308caf923d375bba94190d2106716e97b7f4bb3908b078	23396	AED-010 (Ficha Tecnica) (REV 0)	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/07/AED-010-Ficha-Tecnica-REV-0.pdf
6197	EJE-FO-04-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE	publish	technical_pdf	2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	media/production/documents/uploads/2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf	application/pdf	523419	d1cd1e81824685799d997b15331f5230dfc9831e48f6f894a2444b20d0267e65	8122	AED-011 FORTE BRAZOS Y MUÑECAS	content_url	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-011-FORTE-BRAZOS-Y-MUNECAS.pdf
6199	EJE-FO-06-00	EJERCITADOR POTRO FORTE	publish	technical_pdf	2021/01/AED-013-FORTE-POTRO.pdf	2021/01/AED-013-FORTE-POTRO.pdf	media/production/documents/uploads/2021/01/AED-013-FORTE-POTRO.pdf	application/pdf	532392	f12eb16b63f8a6ec7a93f9d66c89883a3d38cbb2c66d8c3fdbc8641a5b13f944	8121	AED-013 FORTE POTRO	content_url	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-013-FORTE-POTRO.pdf
6201	EJE-FO-02-00	EJERCITADOR BARRAS PARALELAS FORTE	publish	technical_pdf	2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	media/production/documents/uploads/2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf	application/pdf	536974	1ab88c0ba26b4e3a70af9d4d927fda15d06bb95ad3cf0db830f8dd2c8afb4d1c	8097	AED-016 FORTE BARRAS PARALELAS	content_url	https://www.productosjumbo.com/wp-content/uploads/2021/01/AED-016-FORTE-BARRAS-PARALELAS.pdf
6203	EJE-FO-01-00	EJERCITADOR ABDOMINALES FORTE	publish	drawing_2d_package	2022/07/AED-007-Archivo-2D-Rev.0.zip	2022/07/AED-007-Archivo-2D-Rev.0.zip	media/production/documents/uploads/2022/07/AED-007-Archivo-2D-Rev.0.zip	application/zip	268986	a4482de2309ca2cc546cb5670edc0ce892bcff05ef1fb9c28dc78ec91f6ebf19	23392	AED-007 (Archivo 2D) Rev.0	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/07/AED-007-Archivo-2D-Rev.0.zip
6203	EJE-FO-01-00	EJERCITADOR ABDOMINALES FORTE	publish	technical_sheet	2022/07/AED-007-Ficha-Tecnica-REV-0.pdf	2022/07/AED-007-Ficha-Tecnica-REV-0.pdf	media/production/documents/uploads/2022/07/AED-007-Ficha-Tecnica-REV-0.pdf	application/pdf	671838	73b1f68609be3cccac2a49212be531918b0a91b226383d351c470d7dee69495e	23391	AED-007 (Ficha Tecnica) (REV 0)	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/07/AED-007-Ficha-Tecnica-REV-0.pdf
6220	EJE-ID-03-00	EJERCITADOR BARRAS PARALELAS CURVAS	publish	drawing_2d_package	2022/08/BAR-1-Archivo-2D-Rev.0.zip	2022/08/BAR-1-Archivo-2D-Rev.0.zip	media/production/documents/uploads/2022/08/BAR-1-Archivo-2D-Rev.0.zip	application/zip	177907	e2feb9bdbcea8cc459f9870720d5e3f0b5503361c28d7dc70370d4a0445fadcf	23713	BAR-1 (Archivo 2D) Rev.0	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/08/BAR-1-Archivo-2D-Rev.0.zip
6233	EJE-ID-07-00	EJERCITADOR BARRAS	publish	drawing_2d_package	2022/08/BAR-3-Archivo-2D-Rev.0.zip	2022/08/BAR-3-Archivo-2D-Rev.0.zip	media/production/documents/uploads/2022/08/BAR-3-Archivo-2D-Rev.0.zip	application/zip	186838	ef29bc52e52c78c5925eace0584cec81b2ccbe51fc685e8f6ca9cf59bfeedbe5	23715	BAR-3 (Archivo 2D) Rev.0	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/08/BAR-3-Archivo-2D-Rev.0.zip
6264	BOT-LP-05-01	BOTE MISISIPI	publish	drawing_2d_package	2022/08/MUO-1612-Archivo-2D-Rev.0.zip	2022/08/MUO-1612-Archivo-2D-Rev.0.zip	media/production/documents/uploads/2022/08/MUO-1612-Archivo-2D-Rev.0.zip	application/zip	268738	962dd66d237f881745e70253ba3c1363d57dbc9bb116ac21c95f77429ba397fc	23776	MUO-1612 (Archivo 2D) Rev.0	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/08/MUO-1612-Archivo-2D-Rev.0.zip
6264	BOT-LP-05-01	BOTE MISISIPI	publish	technical_sheet	2022/08/MUO-1612-Ficha-Tecnica-rev-0.pdf	2022/08/MUO-1612-Ficha-Tecnica-rev-0.pdf	media/production/documents/uploads/2022/08/MUO-1612-Ficha-Tecnica-rev-0.pdf	application/pdf	777693	0508947cf27bef0f22d4faf817821602d66f82994fc67b19e475e8552d4e03f7	23558	MUO-1612 (Ficha Tecnica) (rev 0)	content_url	https://www.productosjumbo.com/wp-content/uploads/2022/08/MUO-1612-Ficha-Tecnica-rev-0.pdf
