product_id	product_sku	product_name	product_status	spec_key	spec_label	value_text	value_1	value_2	unit	source	source_confidence	ordinal	raw_label	raw_value
6561	EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	publish	length	Largo	1.70 m	1.70		m	post_excerpt	high	1	Largo	1.70 m
6561	EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	publish	width	Ancho	1.00 m	1.00		m	post_excerpt	high	2	Ancho	1.00 m
6561	EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	publish	height	Alto	2.00 m	2.00		m	post_excerpt	high	3	Alto	2.00 m
6561	EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	publish	minimum_area	Área mínima	2.70 m × 2.00 m	2.70	2.00	m	post_excerpt	high	4	Área mínima	2.70 m X 2.00 m
6561	EJE-IN-08-00	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	publish	capacity	Capacidad	2 personas	2		persona	post_excerpt	high	5	Capacidad	2 personas *No incluye silla de ruedas
6564	EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	publish	length	Largo	2.85 m	2.85		m	post_excerpt	high	1	Largo	2.85 m
6564	EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	publish	width	Ancho	1.55 m	1.55		m	post_excerpt	high	2	Ancho	1.55 m
6564	EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	publish	height	Alto	1.70 m	1.70		m	post_excerpt	high	3	Alto	1.70 m
6564	EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	publish	minimum_area	Área mínima	3.85 m × 1.55 m	3.85	1.55	m	post_excerpt	high	4	Área mínima	3.85 m X 1.55 m
6564	EJE-IN-09-00	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	publish	capacity	Capacidad	6 personas	6		persona	post_excerpt	high	5	Capacidad	6 personas *No incluye silla de ruedas
6569	BUS-LP-01-00	PARABUS LONG	publish	length	Largo	3.65 m	3.65		m	post_excerpt	high	1	Largo	3.65 m
6569	BUS-LP-01-00	PARABUS LONG	publish	width	Ancho	1.70 m	1.70		m	post_excerpt	high	2	Ancho	1.70 m
6569	BUS-LP-01-00	PARABUS LONG	publish	height	Alto	2.80 m	2.80		m	post_excerpt	high	3	Alto	2.80 m
6569	BUS-LP-01-00	PARABUS LONG	publish	capacity	Capacidad	6 personas	6		persona	post_excerpt	high	4	Capacidad	6 Personas
6569	BUS-LP-01-00	PARABUS LONG	publish	materials	Material	Metal y techo de policarbonato.				post_excerpt	high	5	Material	Metal y techo de policarbonato.
6575	BUS-TP-02-00	PARABUS FULL	publish	length	Largo	3.65 m	3.65		m	post_excerpt	high	1	Largo	3.65 m
6575	BUS-TP-02-00	PARABUS FULL	publish	width	Ancho	1.55 m	1.55		m	post_excerpt	high	2	Ancho	1.55 m
6575	BUS-TP-02-00	PARABUS FULL	publish	height	Alto	3.00 m	3.00		m	post_excerpt	high	3	Alto	3.00 m
6575	BUS-TP-02-00	PARABUS FULL	publish	capacity	Capacidad	5 personas	5		persona	post_excerpt	high	4	Capacidad	5 Personas
6575	BUS-TP-02-00	PARABUS FULL	publish	materials	Material	Metal y techo de policarbonato.				post_excerpt	high	5	Material	Metal y techo de policarbonato.
6577	FUMR-319	Fuente lineal 4 salidas, 4 jet, 2 m altura	publish	fountain_layout	Configuración	Lineal				post_excerpt	high	1	Configuración	Lineal
6577	FUMR-319	Fuente lineal 4 salidas, 4 jet, 2 m altura	publish	outlet_count	Salidas	4 salidas	4		salida	post_excerpt	high	2	Salidas	4
6577	FUMR-319	Fuente lineal 4 salidas, 4 jet, 2 m altura	publish	jet_count	Jets	4 jets	4		jet	post_excerpt	high	3	Jets	4
6577	FUMR-319	Fuente lineal 4 salidas, 4 jet, 2 m altura	publish	jet_height	Altura del chorro	2 m	2		m	post_excerpt	high	4	Altura del chorro	2 m
6577	FUMR-319	Fuente lineal 4 salidas, 4 jet, 2 m altura	publish	height_variation	Variación de altura	No variable				post_excerpt	high	5	Variación de altura	No variable
6578	FUMR-319-1	Fuente lineal 4 salidas, 4 jet 3 m altura	publish	fountain_layout	Configuración	Lineal				post_excerpt	high	1	Configuración	Lineal
6578	FUMR-319-1	Fuente lineal 4 salidas, 4 jet 3 m altura	publish	outlet_count	Salidas	4 salidas	4		salida	post_excerpt	high	2	Salidas	4
6578	FUMR-319-1	Fuente lineal 4 salidas, 4 jet 3 m altura	publish	jet_count	Jets	4 jets	4		jet	post_excerpt	high	3	Jets	4
6578	FUMR-319-1	Fuente lineal 4 salidas, 4 jet 3 m altura	publish	jet_height	Altura del chorro	3 m	3		m	post_excerpt	high	4	Altura del chorro	3 m
6578	FUMR-319-1	Fuente lineal 4 salidas, 4 jet 3 m altura	publish	height_variation	Variación de altura	Variable				post_excerpt	high	5	Variación de altura	Variable
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	fountain_layout	Configuración	Lineal				post_excerpt	high	1	Configuración	Lineal
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	outlet_count	Salidas	4 salidas	4		salida	post_excerpt	high	2	Salidas	4
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	jet_count	Jets	2 jets	2		jet	post_excerpt	high	3	Jets	2
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	sprinkler_count	Aspersores	2 aspersores	2		aspersor	post_excerpt	high	4	Aspersores	2
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	jet_height	Altura del chorro	2 m	2		m	post_excerpt	high	5	Altura del chorro	2 m
6579	FUMR-319A	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	publish	height_variation	Variación de altura	No variable				post_excerpt	high	6	Variación de altura	No variable
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	length	Largo	3.00 m	3.00		m	post_excerpt	high	1	Largo	3.00 m
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	width	Ancho	0.50 m	0.50		m	post_excerpt	high	2	Ancho	0.50 m
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	height	Alto	1.60 m	1.60		m	post_excerpt	high	3	Alto	1.60 m
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	minimum_area	Área mínima	5.00 m × 2.50 m	5.00	2.50	m	post_excerpt	high	4	Área mínima	5.00 m X 2.50 m
6580	REH-00-02-00	RAMPA PARA REHABILITACION	publish	capacity	Capacidad	3 personas	3		persona	post_excerpt	high	5	Capacidad	3 personas
6582	FUMR-319A-1	Fuente lineal 4 salidas, 2 jet y 2 aspersor 3 m altura	publish	height	Alto	3 m Aspersores: 2	3		m	post_excerpt	high	1	Altura	3 m Aspersores: 2
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	length	Largo	3.00 m	3.00		m	post_excerpt	high	1	Largo	3.00 m
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	width	Ancho	0.50 m	0.50		m	post_excerpt	high	2	Ancho	0.50 m
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	height	Alto	1.60 m	1.60		m	post_excerpt	high	3	Alto	1.60 m
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	minimum_area	Área mínima	5.00 m × 2.50 m	5.00	2.50	m	post_excerpt	high	4	Área mínima	5.00 m X 2.50 m
6583	REH-00-03-00	ESCALERA PARA REHABILITACION	publish	capacity	Capacidad	3 personas	3		persona	post_excerpt	high	5	Capacidad	3 personas
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	length	Largo	4.10 m	4.10		m	post_excerpt	high	1	Largo	4.10 m
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	width	Ancho	3.95 m	3.95		m	post_excerpt	high	2	Ancho	3.95 m
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	height	Alto	2.85 m	2.85		m	post_excerpt	high	3	Alto	2.85 m
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	minimum_area	Área mínima	7.70 m × 7.55 m	7.70	7.55	m	post_excerpt	high	4	Área mínima	7.70 m X 7.55 m
6585	REH-00-08-00	CONJUNTO DE REHABILITACIÓN A	publish	capacity	Capacidad	7 personas	7		persona	post_excerpt	high	5	Capacidad	7 personas
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	length	Largo	4.25 m	4.25		m	post_excerpt	high	1	Largo	4.25 m
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	width	Ancho	4.00 m	4.00		m	post_excerpt	high	2	Ancho	4.00 m
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	height	Alto	2.85 m	2.85		m	post_excerpt	high	3	Alto	2.85 m
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	minimum_area	Área mínima	7.85 m × 7.60 m	7.85	7.60	m	post_excerpt	high	4	Área mínima	7.85 m X 7.60 m
6589	REH-00-07-00	CONJUNTO DE REHABILITACIÓN B	publish	capacity	Capacidad	10 personas	10		persona	post_excerpt	high	5	Capacidad	10 personas
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	fountain_layout	Configuración	Redonda				post_excerpt	high	1	Configuración	Redonda
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	outlet_count	Salidas	5 salidas	5		salida	post_excerpt	high	2	Salidas	5
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	jet_count	Jets	5 jets	5		jet	post_excerpt	high	3	Jets	5
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	jet_height	Altura del chorro	2 m	2		m	post_excerpt	high	4	Altura del chorro	2 m
6596	FUMR-419	Fuente redonda 5 salidas, 5 jet 2 m altura	publish	height_variation	Variación de altura	No variable				post_excerpt	high	5	Variación de altura	No variable
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	fountain_layout	Configuración	Redonda				post_excerpt	high	1	Configuración	Redonda
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	outlet_count	Salidas	5 salidas	5		salida	post_excerpt	high	2	Salidas	5
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	jet_count	Jets	5 jets	5		jet	post_excerpt	high	3	Jets	5
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	jet_height	Altura del chorro	3 m	3		m	post_excerpt	high	4	Altura del chorro	3 m
6597	FUMR-419-1	Fuente redonda 5 salidas, 5 jet 3 m altura	publish	height_variation	Variación de altura	Variable				post_excerpt	high	5	Variación de altura	Variable
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	fountain_layout	Configuración	Redonda				post_excerpt	high	1	Configuración	Redonda
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	outlet_count	Salidas	7 salidas	7		salida	post_excerpt	high	2	Salidas	7
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	jet_count	Jets	7 jets	7		jet	post_excerpt	high	3	Jets	7
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	jet_height	Altura del chorro	2 m	2		m	post_excerpt	high	4	Altura del chorro	2 m
6598	FUMR-519	Fuente redonda 7 salidas, 7 jet 2 m altura	publish	height_variation	Variación de altura	No variable				post_excerpt	high	5	Variación de altura	No variable
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	fountain_layout	Configuración	Redonda				post_excerpt	high	1	Configuración	Redonda
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	outlet_count	Salidas	7 salidas	7		salida	post_excerpt	high	2	Salidas	7
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	jet_count	Jets	7 jets	7		jet	post_excerpt	high	3	Jets	7
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	jet_height	Altura del chorro	3 m	3		m	post_excerpt	high	4	Altura del chorro	3 m
6599	FUMR-519-1	Fuente redonda 7 salidas, 7 jet 3 m altura	publish	height_variation	Variación de altura	Variable				post_excerpt	high	5	Variación de altura	Variable
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	fountain_layout	Configuración	Redonda				post_excerpt	high	1	Configuración	Redonda
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	outlet_count	Salidas	9 salidas	9		salida	post_excerpt	high	2	Salidas	9
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	jet_count	Jets	8 jets	8		jet	post_excerpt	high	3	Jets	8
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	sprinkler_count	Aspersores	1 aspersor	1		aspersor	post_excerpt	high	4	Aspersores	1
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	jet_height	Altura del chorro	2 m	2		m	post_excerpt	high	5	Altura del chorro	2 m
6600	FUMR-619A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	publish	height_variation	Variación de altura	No variable				post_excerpt	high	6	Variación de altura	No variable
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	fountain_layout	Configuración	Redonda				post_excerpt	high	1	Configuración	Redonda
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	outlet_count	Salidas	9 salidas	9		salida	post_excerpt	high	2	Salidas	9
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	jet_count	Jets	8 jets	8		jet	post_excerpt	high	3	Jets	8
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	sprinkler_count	Aspersores	1 aspersor	1		aspersor	post_excerpt	high	4	Aspersores	1
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	jet_height	Altura del chorro	3 m	3		m	post_excerpt	high	5	Altura del chorro	3 m
6601	FUMR-619-1A	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	publish	height_variation	Variación de altura	Variable				post_excerpt	high	6	Variación de altura	Variable
6604	PIL-PT-04-00	LUMIN FULGOR 2M ALTURA	publish	length	Largo	0.35 m	0.35		m	post_excerpt	high	1	Largo	0.35 m
6604	PIL-PT-04-00	LUMIN FULGOR 2M ALTURA	publish	width	Ancho	0.35 m	0.35		m	post_excerpt	high	2	Ancho	0.35 m
6604	PIL-PT-04-00	LUMIN FULGOR 2M ALTURA	publish	height	Alto	2.00 m Especificaciones: Luz blanca	2.00		m	post_excerpt	high	3	Alto	2.00 m Especificaciones: Luz blanca
6604	PIL-PT-04-00	LUMIN FULGOR 2M ALTURA	publish	materials	Material	Base en acero, doble tubo de plástico extruido. Energía: 110 - 120 v				post_excerpt	high	4	Materiales	Base en acero, doble tubo de plástico extruido. Energía: 110 - 120 v
6610	PIL-PT-03-00	LUMIN ALBA 2.5M ALTURA	publish	length	Largo	0.35 m	0.35		m	post_excerpt	high	1	Largo	0.35 m
6610	PIL-PT-03-00	LUMIN ALBA 2.5M ALTURA	publish	width	Ancho	0.35 m	0.35		m	post_excerpt	high	2	Ancho	0.35 m
6610	PIL-PT-03-00	LUMIN ALBA 2.5M ALTURA	publish	height	Alto	2.50 m Especificaciones: Luz blanca	2.50		m	post_excerpt	high	3	Alto	2.50 m Especificaciones: Luz blanca
6610	PIL-PT-03-00	LUMIN ALBA 2.5M ALTURA	publish	materials	Material	Metal y plástico extruido Energía: 110 - 120 v				post_excerpt	high	4	Materiales	Metal y plástico extruido Energía: 110 - 120 v
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	length	Largo	6.20 m	6.20		m	post_excerpt	high	1	Largo	6.20 m
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	width	Ancho	1.15 m	1.15		m	post_excerpt	high	2	Ancho	1.15 m
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	height	Alto	2.15 m	2.15		m	post_excerpt	high	3	Alto	2.15 m
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	minimum_area	Área mínima	7.20 m × 1.15 m	7.20	1.15	m	post_excerpt	high	4	Área mínima	7.20 m X 1.15 m
6647	DEP-MO-02-00	11 BANCAS DE JUGADORES CON TECHUMBRE	publish	capacity	Capacidad	11 personas	11		persona	post_excerpt	high	5	Capacidad	11 personas *Bancas platicas y Techo de policarbonato
6653	DEP-00-06-00	TABLERO DE BÁSQUETBOL	publish	length	Largo	1.80 m	1.80		m	post_excerpt	high	1	Largo	1.80 m
6653	DEP-00-06-00	TABLERO DE BÁSQUETBOL	publish	width	Ancho	2.75 m	2.75		m	post_excerpt	high	2	Ancho	2.75 m
6653	DEP-00-06-00	TABLERO DE BÁSQUETBOL	publish	height	Alto	4.00 m *Incluye red	4.00		m	post_excerpt	high	3	Alto	4.00 m *Incluye red
6661	DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	publish	length	Largo	6.30 m	6.30		m	post_excerpt	high	1	Largo	6.30 m
6661	DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	publish	width	Ancho	2.80 m	2.80		m	post_excerpt	high	2	Ancho	2.80 m
6661	DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	publish	height	Alto	2.60 m	2.60		m	post_excerpt	high	3	Alto	2.60 m
6661	DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	publish	minimum_area	Área mínima	7.30 m × 3.80 m	7.30	3.80	m	post_excerpt	high	4	Área mínima	7.30 m X 3.80 m
6661	DEP-MO-03-00	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	publish	capacity	Capacidad	70 personas	70		persona	post_excerpt	high	5	Capacidad	70 personas
6664	DEP-00-09-00	PORTERIA FÚTBOL RAPIDO	publish	length	Largo	3.00 m	3.00		m	post_excerpt	high	1	Largo	3.00 m
6664	DEP-00-09-00	PORTERIA FÚTBOL RAPIDO	publish	width	Ancho	1.15 m	1.15		m	post_excerpt	high	2	Ancho	1.15 m
6664	DEP-00-09-00	PORTERIA FÚTBOL RAPIDO	publish	height	Alto	2.00 m *Incluye red	2.00		m	post_excerpt	high	3	Alto	2.00 m *Incluye red
6665	EOS-PR-08-00	Juego California (EOS-PR-08-00)	draft	length	Largo	6.50 m	6.50		m	post_excerpt	high	1	Largo	6.50 m
6665	EOS-PR-08-00	Juego California (EOS-PR-08-00)	draft	width	Ancho	4.95 m	4.95		m	post_excerpt	high	2	Ancho	4.95 m
6665	EOS-PR-08-00	Juego California (EOS-PR-08-00)	draft	height	Alto	3.32 m	3.32		m	post_excerpt	high	3	Alto	3.32 m
6665	EOS-PR-08-00	Juego California (EOS-PR-08-00)	draft	minimum_area	Área mínima	9.40 m × 8.55 m	9.40	8.55	m	post_excerpt	high	4	Área mínima	9.40 m x 8.55 m
6665	EOS-PR-08-00	Juego California (EOS-PR-08-00)	draft	capacity	Capacidad	16 personas	16		persona	post_excerpt	high	5	Capacidad	16 niños
6674	VL-119	Velaria Twist Malla Sombra 9.2  X 9.2 M	private	length	Largo	9.20 m	9.20		m	post_excerpt	medium	1	Largo	9.20 m
6674	VL-119	Velaria Twist Malla Sombra 9.2  X 9.2 M	private	width	Ancho	9.20 m	9.20		m	post_excerpt	medium	2	Ancho	9.20 m
6674	VL-119	Velaria Twist Malla Sombra 9.2  X 9.2 M	private	height	Alto	5.11 m	5.11		m	post_excerpt	medium	3	Alto	5.11 m
6676	EOS-PR-10-00	Juego Paris (EOS-PR-10-01)	publish	length	Largo	9.10 m	9.10		m	post_excerpt	high	1	Largo	9.10 m
6676	EOS-PR-10-00	Juego Paris (EOS-PR-10-01)	publish	width	Ancho	4.10 m	4.10		m	post_excerpt	high	2	Ancho	4.10 m
6676	EOS-PR-10-00	Juego Paris (EOS-PR-10-01)	publish	height	Alto	4.15 m	4.15		m	post_excerpt	high	3	Alto	4.15 m
6676	EOS-PR-10-00	Juego Paris (EOS-PR-10-01)	publish	minimum_area	Área mínima	12.70 m × 7.70 m	12.70	7.70	m	post_excerpt	high	4	Área mínima	12.70 m x 7.70 m
6676	EOS-PR-10-00	Juego Paris (EOS-PR-10-01)	publish	capacity	Capacidad	24 personas	24		persona	post_excerpt	high	5	Capacidad	24 niños
6683	DEP-00-12-00	CANCHA CIRCULAR DE FUTBOL RAPIDO	publish	length	Largo	8.05 m	8.05		m	post_excerpt	high	1	Largo	8.05 m
6683	DEP-00-12-00	CANCHA CIRCULAR DE FUTBOL RAPIDO	publish	width	Ancho	7.05 m	7.05		m	post_excerpt	high	2	Ancho	7.05 m
6683	DEP-00-12-00	CANCHA CIRCULAR DE FUTBOL RAPIDO	publish	height	Alto	2.25 m	2.25		m	post_excerpt	high	3	Alto	2.25 m
6683	DEP-00-12-00	CANCHA CIRCULAR DE FUTBOL RAPIDO	publish	capacity	Capacidad	6 personas	6		persona	post_excerpt	high	4	Capacidad	6 persona *Incluye pasto
6686	DEP-00-10-00	PORTERIA DE FÚTBOL PROFESIONAL	publish	length	Largo	7.35 m	7.35		m	post_excerpt	high	1	Largo	7.35 m
6686	DEP-00-10-00	PORTERIA DE FÚTBOL PROFESIONAL	publish	width	Ancho	1.85 m	1.85		m	post_excerpt	high	2	Ancho	1.85 m
6686	DEP-00-10-00	PORTERIA DE FÚTBOL PROFESIONAL	publish	height	Alto	2.50 m	2.50		m	post_excerpt	high	3	Alto	2.50 m
6689	DEP-MO-05-00	MESA DE AJEDREZ	publish	length	Largo	1.45 m	1.45		m	post_excerpt	high	1	Largo	1.45 m
6689	DEP-MO-05-00	MESA DE AJEDREZ	publish	width	Ancho	1.45 m	1.45		m	post_excerpt	high	2	Ancho	1.45 m
6689	DEP-MO-05-00	MESA DE AJEDREZ	publish	height	Alto	0.70 m	0.70		m	post_excerpt	high	3	Alto	0.70 m
6689	DEP-MO-05-00	MESA DE AJEDREZ	publish	capacity	Capacidad	4 personas	4		persona	post_excerpt	high	4	Capacidad	4 personas
6691	VL-219	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M	private	length	Largo	9.20 m	9.20		m	post_excerpt	medium	1	Largo	9.20 m
6691	VL-219	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M	private	width	Ancho	9.20 m	9.20		m	post_excerpt	medium	2	Ancho	9.20 m
6691	VL-219	Velaria Conica Malla Sombra 4 Puntos 9.2 X 9.2 M	private	height	Alto	6.16 m	6.16		m	post_excerpt	medium	3	Alto	6.16 m
6693	VL-319	Sombrilla Malla Sombra 4 Puntos 3 X 3 M	private	length	Largo	3.00 m	3.00		m	post_excerpt	medium	1	Largo	3.00 m
6693	VL-319	Sombrilla Malla Sombra 4 Puntos 3 X 3 M	private	width	Ancho	3.00 m	3.00		m	post_excerpt	medium	2	Ancho	3.00 m
6693	VL-319	Sombrilla Malla Sombra 4 Puntos 3 X 3 M	private	height	Alto	3.50 m	3.50		m	post_excerpt	medium	3	Alto	3.50 m
6697	VL-119-1	Velaria Twist Malla Sombra 6.2 X 6.2 M	private	length	Largo	6.20 m	6.20		m	post_excerpt	medium	1	Largo	6.20 m
6697	VL-119-1	Velaria Twist Malla Sombra 6.2 X 6.2 M	private	width	Ancho	6.20 m	6.20		m	post_excerpt	medium	2	Ancho	6.20 m
6697	VL-119-1	Velaria Twist Malla Sombra 6.2 X 6.2 M	private	height	Alto	4.11 m	4.11		m	post_excerpt	medium	3	Alto	4.11 m
6699	VL-219-1	Velaria Conica Malla Sombra 4 Puntos 6.2  X 6.2 M	private	length	Largo	6.20 m	6.20		m	post_excerpt	medium	1	Largo	6.20 m
6699	VL-219-1	Velaria Conica Malla Sombra 4 Puntos 6.2  X 6.2 M	private	width	Ancho	6.20 m	6.20		m	post_excerpt	medium	2	Ancho	6.20 m
6699	VL-219-1	Velaria Conica Malla Sombra 4 Puntos 6.2  X 6.2 M	private	height	Alto	5.00 m	5.00		m	post_excerpt	medium	3	Alto	5.00 m
6701	LT-1.20	Letra de lamina 1.20 m de alto con base de 30 cm	publish	height	Alto	1.20 m	1.20		m	post_excerpt	medium	1	Alto	1.20 m
6701	LT-1.20	Letra de lamina 1.20 m de alto con base de 30 cm	publish	base_dimension	Base	0.30 cm	0.30		cm	post_excerpt	medium	2	Base	0.30 cm
6701	LT-1.20	Letra de lamina 1.20 m de alto con base de 30 cm	publish	materials	Material	Metal				post_excerpt	medium	3	Material	Metal
6703	LT-1.50	Letra de lamina 1.50 m de alto con base de 30 cm	publish	height	Alto	1.50 m	1.50		m	post_excerpt	medium	1	Alto	1.50 m
6703	LT-1.50	Letra de lamina 1.50 m de alto con base de 30 cm	publish	base_dimension	Base	0.30 cm	0.30		cm	post_excerpt	medium	2	Base	0.30 cm
6703	LT-1.50	Letra de lamina 1.50 m de alto con base de 30 cm	publish	materials	Material	Metal				post_excerpt	medium	3	Material	Metal
6704	LET-PT-03-00	LETRA POLICARBONATO Y LUZ 2.00 M DE ALTO	publish	height	Alto	2.00 m	2.00		m	post_excerpt	medium	1	Alto	2.00 m
6704	LET-PT-03-00	LETRA POLICARBONATO Y LUZ 2.00 M DE ALTO	publish	materials	Material	Metal y acrílico				post_excerpt	medium	2	Material	Metal y acrílico
6705	MER-PR-02-00	Juego MASSACHUSETTS	publish	length	Largo	5.5 m	5.5		m	post_excerpt	high	1	Largo	5.5 mts
6705	MER-PR-02-00	Juego MASSACHUSETTS	publish	width	Ancho	5.4 m	5.4		m	post_excerpt	high	2	Ancho	5.4 mts
6705	MER-PR-02-00	Juego MASSACHUSETTS	publish	height	Alto	4 m Área segura: 8.95 m × 8.10 m	4		m	post_excerpt	high	3	Alto	4 mts Área segura: 8.95 mts x 8.10 mts
6705	MER-PR-02-00	Juego MASSACHUSETTS	publish	capacity	Capacidad	14 personas	14		persona	post_excerpt	high	4	Capacidad	14 niños \n \n
6705	MER-PR-02-00	Juego MASSACHUSETTS	publish	recommended_age	Edad recomendada	6 - 12 años				post_excerpt	high	5	Edad	6 - 12 años
6707	EOS-PR-11-00	Juego Randolph (EOS-1613 10.0)	draft	length	Largo	8.10 m	8.10		m	post_excerpt	high	1	Largo	8.10 m
6707	EOS-PR-11-00	Juego Randolph (EOS-1613 10.0)	draft	width	Ancho	6.55 m	6.55		m	post_excerpt	high	2	Ancho	6.55 m
6707	EOS-PR-11-00	Juego Randolph (EOS-1613 10.0)	draft	height	Alto	4.00 m	4.00		m	post_excerpt	high	3	Alto	4.00 m
6707	EOS-PR-11-00	Juego Randolph (EOS-1613 10.0)	draft	minimum_area	Área mínima	9.80 m × 8.35 m	9.80	8.35	m	post_excerpt	high	4	Área mínima	9.80 m x 8.35 m
6707	EOS-PR-11-00	Juego Randolph (EOS-1613 10.0)	draft	capacity	Capacidad	18 personas	18		persona	post_excerpt	high	5	Capacidad	18 niños
