product_id	product_name	product_slug	post_status	post_date	post_modified	sku	description_chars	short_description_chars	thumbnail_id	gallery_image_ids
6201	EJERCITADOR BARRAS PARALELAS FORTE	forte-barras-paralelas	publish	2020-12-29 20:59:11	2026-03-26 16:32:43	EJE-FO-02-00	1200	1436	6202	22009
6203	EJERCITADOR ABDOMINALES FORTE	forte-abdominales	publish	2020-12-29 21:01:31	2026-03-26 16:32:43	EJE-FO-01-00	0	2633	25476	
6205	BOTE TOKYO	tokyo	publish	2020-12-29 21:06:35	2026-03-26 16:32:15	BOT-LP-07-00	0	1296	22586	
6207	BOTE CENTRO HISTORICO	bote-centro-historico	publish	2020-12-29 21:16:20	2026-03-26 16:32:15	BOT-00-01-00	0	1322	22597	
6210	BOTE GRIJALVA	bote-grijalva	publish	2020-12-29 21:25:07	2026-03-26 16:32:14	BOT-LP-03-00	0	1322	24906	
6218	BOTE MOSCOVA	bote-moscova	publish	2020-12-29 21:42:57	2026-04-27 16:46:49	BOT-00-03-00	0	1322	32097	
6220	EJERCITADOR BARRAS PARALELAS CURVAS	barras-paralelas-curvas	publish	2020-12-29 21:43:18	2026-03-26 16:32:47	EJE-ID-03-00	0	1424	6221	
6230	BOTE OKA	bote-oka-troquelada	publish	2020-12-29 21:53:16	2026-03-26 16:32:13	BOT-LP-02-00	0	1323	19390	
6233	EJERCITADOR BARRAS	conjunto-de-barras	publish	2020-12-29 21:54:47	2026-03-26 16:32:47	EJE-ID-07-00	0	1424	6237	
6236	BOTE KUMA	bote-kuma	publish	2020-12-29 21:56:24	2026-03-26 16:32:16	BOT-00-02-00	0	1321	22591	
6243	BOTE GRIJALVA DOBLE	bote-grijalva-doble	publish	2020-12-29 22:03:27	2026-03-26 16:32:14	BOT-LP-03-01	0	1342	24905	
