product_id	product_sku	product_name	product_status	unique_images	featured_images	gallery_images	parented_attachments	content_images	image_paths
6736	CAN-PL-01-00	TUNEL CANINO	publish	3	1	2	3	0	2020/12/AEC-418-2.0.png | 2020/12/tunel-canino-frontal.jpg | 2020/12/tunel-canino-para-parques.jpg
6738	MEV-CR-03-00	Juego GRADY	publish	7	1	1	5	0	2020/12/EOS-112-9.0.png | 2020/12/EOS-71D-7.0.png | 2020/12/juego-modular-grady-1.jpg | 2020/12/juego-modular-grady-2.jpg | 2020/12/modulo-grady-juego-de-parques.png | 2026/07/Juego-Grady-EOS-PR-18-03-top.avif | 2026/07/Juego-Grady-EOS-PR-18-03.avif
6739	CAN-PL-12-00	RAMPA CANINA	publish	3	1	2	1	0	2020/12/AEC-218-2.0.png | 2022/02/rampa-canina-parque.jpg | 2022/02/rampa-canina.jpg
6741	CAN-PL-06-00	VALLAS CANINO	publish	3	1	1	3	0	2020/12/AEC-114-2.0.png | 2020/12/AEC-117-2.0.png | 2020/12/valla-canina.jpg
6747	CAN-PL-10-00	BALANCIN CANINO	publish	1	1	0	0	0	2020/12/AEC-117-2.0.png
6748	CAN-PL-02-00	AROS CANINO	publish	3	1	2	3	0	2020/12/AEC-214-20-Aros-Canino.png | 2020/12/aros-caninos-agility-2.jpg | 2020/12/aros-caninos-agility.jpg
6750	CAN-PL-15-00	BEBEDERO CANINO	publish	1	1	0	1	0	2020/12/bebedero-canino.png
6752	CAN-PL-05-00	SALTO DOBLE CANINO	publish	1	1	0	1	0	2020/12/AEC-118-2.0.png
6755	CAN-PL-11-00	MESA CANINA	publish	1	1	0	1	0	2020/12/AEC-414-2.0.png
6757	CAN-PL-08-00	GRADAS CANINO	publish	1	1	0	1	0	2020/12/AEC-219.png
6760	CAN-00-02-00	SLALOM CANINO	publish	2	1	0	2	0	2020/12/AEC-314-2.0.png | 2026/03/CAN-00-02-00-SLALOM-CANINO.avif
6763	CAN-PM-01-00	PASARELA CANINO	publish	3	1	2	3	0	2020/12/productos-jumbo-pasarela-canina-en-circuitos-caninos-agility-parque-en-queretaro.jpg | 2020/12/productos-jumbo-pasarela-canina-para-circuitos-agility.jpg | 2020/12/productos-jumbo-pasarela-canina-para-circuitos-caninos-agility-en-queretaro.jpg
6764	EOS-PR-19-00	Juego Parma (EOS-PR-19-00)	draft	3	1	0	3	0	2020/12/juego-de-exterior-parma.jpg | 2020/12/modulo-parma-EOS-PR-19-00.jpg | 2020/12/modulo-parma-juego-infantil-productos-jumbo.jpg
6770	EOS-PR-23-00	Private: Juego Pittsburgh (EOS-PR-23-00)	private	2	1	0	2	0	2020/12/modulo-pittsburg-juego-infantil-productos-jumbo.jpg | 2020/12/modulo-pittsburgh-EOS-PR-23-00.jpg
6783	MER-PR-07-00	Juego WINSTON	publish	6	1	1	4	0	2020/12/EOS-PR-25-00-MODULO-WINSTON-ISO.webp | 2020/12/T.png | 2020/12/modulo-winston-juego-infantil-productos-jumbo.jpg | 2020/12/modulo-winstone-EOS-PR-25-00.jpg | 2026/07/Juego-Winston-EOS-PR-25-03-1.avif | 2026/07/Juego-Winston-EOS-PR-25-03-top.avif
6785	MER-PR-06-00	Juego RUSSEL	publish	5	1	1	3	0	2020/12/juego-russel-exterior-residencial.jpg | 2020/12/modulo-Russel-productos-jumbo.jpg | 2026/03/EOS-PR-24-00-MODULO-RUSSEL.avif | 2026/07/Juego-Russel-EOS-PR-24-00-1.avif | 2026/07/Juego-Russel-EOS-PR-24-00-top.avif
6791	EOS-PR-22-00	Private: Juego Pensilvania (EOS-PR-22-00)	private	2	1	0	2	0	2020/12/modulo-pensilvania-EOS-PR-19-00.jpg | 2020/12/modulo-pensilvania-juego-infantil-productos-jumbo.jpg
6793	EOS-PR-29-00	Juego BALTIMORE BASIC	publish	3	1	2	3	0	2020/12/juego-residencial.jpg | 2020/12/modulo-basic-juego-para-jardines.png | 2020/12/resbaladila-para-residencial.jpg
6795	EOS-PR-28-00	Juego BALTIMORE	publish	3	1	2	3	0	2020/12/juego-en-exterior-baltimore.jpg | 2020/12/juego-en-un-parque-baltimore.jpg | 2020/12/modulo-baltimore-productos-jumbo.jpg
6797	MEC-CR-01-00	Juego BOSTON	publish	4	1	1	2	0	2020/12/EOS-1610-10.0.jpg | 2020/12/juego-para-exterior-boston.jpg | 2026/07/Juego-Boston-EOS-PR-31-00-1.avif | 2026/07/Juego-Boston-EOS-PR-31-00-top.avif
6810	BAN-00-04-00	BANCA CON PERFILES	publish	1	1	0	1	0	2020/12/MUA-619-1.png
6820	MUM-118-1-1	Private: Mesa de Picnic	private	1	1	0	1	0	2020/12/MPMP-1-1.png
6836	EOS-PR-15-03	Juego Arkansas (EOS-PR-15-03)	publish	4	1	0	4	0	2020/12/EOS-PR-15-03.jpg | 2020/12/arkansas-juego-escuelas-plazas-1.jpg | 2020/12/modulo-arkansas-EOS-PR-15-00.jpg | 2020/12/modulo-arkansas-juego-infantil-productos-jumbo.jpg
6839	MEC-CR-04-00	Juego BARCELONA	publish	6	1	2	3	0	2020/12/juego-de-exterior-modulo-barcelona.jpg | 2020/12/juego-de-exterior-para-escuelas-jumbo-barcelona.jpg | 2026/03/EOS-CR-01-00-MODULO-BARCELONA.avif | 2026/07/Juego-Barcelona-EOS-CR-01-00-1.avif | 2026/07/Juego-Barcelona-EOS-CR-01-00-im.avif | 2026/07/Juego-Barcelona-EOS-CR-01-00-top.avif
6841	EOS-CR-02-00	Juego Britania (EOS-FV-02-00)	draft	3	1	0	3	0	2020/12/EOS-71B-7.0-Britania.jpg | 2020/12/modulo-britania-EOS-FV-02-00.jpg | 2020/12/modulo-britania-juego-infantil-productos-jumbo.jpg
6843	EOS-FV-03-00	Juego España (EOS-FV-03-00)	draft	4	1	0	4	0	2020/12/juego-infantil-modulo-espana.jpg | 2020/12/juego-infantil-para-parques-modulo-espana-1.jpg | 2020/12/juego-infantil-parques-modulo-espana-2.jpg | 2020/12/modulo-espana-juego-infantil-productos-jumbo.jpg
6846	EOS-PR-32-00	Private: Juego Misuri	private	2	1	0	2	0	2020/12/modulo-misuri-juego-infantil-prductos-jumbo.jpg | 2020/12/modulo-misuro-EOS-FV-03-00.jpg
6852	TEM-PL-09-20	Juego ROBOTO	publish	5	1	1	3	0	2020/12/productos-jumbo-modulo-roboto-juegos-infantiles-1.jpg | 2020/12/productos-jumbo-modulo-roboto-juegos-infantiles-2.jpg | 2020/12/productos-jumbo-modulo-roboto-juegos-infantiles-3.jpg | 2026/07/Juego-Roboto-TEM-PL-09-00-1.avif | 2026/07/Juego-Roboto-TEM-PL-09-00-top.avif
6860	TEM-PL-03-00	Juego Cohete Espacial	publish	5	1	3	5	0	2020/12/cohete-espacial-MTN-217-2.jpg | 2020/12/cohete-espacial-MTN-217-3.jpg | 2020/12/cohete-espacial-MTN-217.jpg | 2020/12/modulo-cohete-juego-infantil.jpg | 2026/03/TEM-PL-03-00-MODULO-COHETE-ESPACIAL.avif
6872	TEM-PL-02-20	Juego NAVE ORION	publish	5	1	2	2	0	2020/12/juego-de-nave-orion.jpg | 2020/12/modulo-nave-orion-productos-jumbo.jpg | 2026/07/Juego-Nave-Orion-TEM-PL-02-00-im.avif | 2026/07/Juego-Nave-Orion-TEM-PL-02-00-top.avif | 2026/07/Juego-Nave-Orion-TEM-PL-02-00.avif
6874	TEM-PR-03-20	Juego BARCO	publish	7	1	2	4	0	2020/12/MTB-118-1-juego-tematico-barco-2.jpg | 2020/12/MTB-118-1-juego-tematico-barco.jpg | 2020/12/modulo-barco-juegos-de-exterior.jpg | 2026/03/TEM-PR-03-00-MODULO-BARCO.avif | 2026/07/Juego-Barco-TEM-PR-03-00-1.avif | 2026/07/Juego-Barco-TEM-PR-03-00-im.avif | 2026/07/Juego-Barco-TEM-PR-03-00-top.avif
6876	TEM-PR-04-20	Juego NAVIO	publish	5	1	2	2	0	2020/12/modulo-navio-juego-de-exterior.png | 2026/03/TEM-PR-04-00-MODULO-NAVIO.avif | 2026/07/Juego-Navio-TEM-PR-04-00-1.avif | 2026/07/Juego-Navio-TEM-PR-04-00-im.avif | 2026/07/Juego-Navio-TEM-PR-04-00-top.avif
6884	TEM-PL-01-20	Juego Nave Titán	publish	5	1	2	2	0	2020/12/modulo-titan-nave-espacial-productos-jumbo.jpg | 2026/03/TEM-PL-01-00-MODULO-NAVE-TITAN.avif | 2026/07/Juego-Nave-Titan-TEM-PL-01-00-im.avif | 2026/07/Juego-Nave-Titan-TEM-PL-01-00-top.avif | 2026/07/Juego-Nave-Titan-TEM-PL-01-00.avif
6897	EVA-00-02-00	Juego ARACNIDUS	publish	2	1	0	2	0	2021/01/modulo-aracnidus-juego-para-trepar.jpg | 2026/03/EVA-00-02-00-MODULO-ARACNIDUS.avif
6899	EVA-PR-03-00	Private: Juego Capri (EVA-114-1)	private	4	1	3	4	0	2021/01/EVA-114-1-modulo-capri-para-escalar-2.jpg | 2021/01/EVA-114-1-modulo-capri-para-escalar-3.jpg | 2021/01/EVA-114-1-modulo-capri-para-escalar.jpg | 2021/01/modulo-capri-juego-para-escalar.jpg
6910	EVA-PL-01-00	Juego GENERATION	publish	4	1	2	4	0	2021/01/EVA-618-Trepadero-Generation-9.jpg | 2021/01/EVA-618-Trepadero-Generation.jpg | 2021/01/eva-618-modulo-generation.png | 2026/03/EVA-PL-01-00-MODULO-GENERATION.avif
6916	TRE-CU-03-01	TREPADERO PIRAMIDE CHICA	publish	2	1	0	2	0	2021/01/ITR-119-Temp0001.png | 2021/01/productos_jumbo_piramide_de_red_retos_bajos_juegos_infantiles_de_cuerdas_juegos_infantiles_para_exterior.jpg
6918	TRE-CU-05-00	TREPADERO TRIKON	publish	6	1	4	6	0	2021/01/Trepadeo-Trikon-ITR-918-juego-infantil.jpg | 2021/01/Trepadeo-Trikon-ITR-918-juego-infantil2.jpg | 2021/01/Trepadeo-Trikon-ITR-918-juego-infantil3.jpg | 2021/01/Trepadeo-Trikon-ITR-918-juego-infantil4.jpg | 2021/01/modulo-trikon-juego-de-cuerdas.jpg | 2026/03/TRE-CU-05-00-TREPADERO-TRIKON.avif
6920	TRE-PL-01-00	TREPADERO GEODESICO	publish	2	1	0	2	0	2021/01/modulo-trepadero-geodesico.jpg | 2026/03/TRE-PL-01-00-TREPADERO-GEODESICO.avif
6928	TRE-00-02-00	TREPADERO TRIPLEX	publish	2	1	1	2	0	2021/01/ITR-215-TREPADERO-TRIPLEX-web.jpg | 2021/01/ITR-215-Trepadero-Triplex-1.png
6930	TRE-00-03-00	TREPADERO MEDIA ESFERA	publish	3	1	2	3	0	2021/01/ITE-114-trepadero-mediaesfera-web.jpg | 2021/01/ITE-114-trepadero-mediaesfera-web2.jpg | 2021/01/trepadero-media-esfera-productos-jumbo.jpg
6934	TRE-TM-02-00	TREPADERO DINOSAURIO	publish	3	1	2	3	0	2021/01/ITR-317-Trepadero-Dinosaurio-actualizado-Temp0016.png | 2021/01/trepadero-dinosaurio-web.jpg | 2021/01/trepadero-dinosaurio-web1.jpg
6942	TRE-TM-03-00	TREPADERO BALLENA	publish	2	1	1	2	0	2021/01/ITR-217-TREPADERO-BALLENA-web.jpg | 2021/01/trepadero-ballena-TRE-TM-03-00.jpg
6944	TRE-TM-05-00	TREPADERO TORTUGA	publish	1	1	0	1	0	2021/01/TOR-111-Tortuga.png
6962	COL-AB-10-00	COLUMPIO RESIDENCIAL 2 CANASTILLAS	publish	1	1	0	1	0	2021/01/CR-1-Columpios-Residencial-1.png
6964	CON-CR-04-00	CONJUNTO RESIDENCIAL, COLUMPIOS Y BAJADA COMPUESTO PLASTICO REFORZADO 2.40M	publish	1	1	0	1	0	2021/01/CR-54-Conjunto-Residencial-1.png
6972	GIR-00-01-00	GIRATORIO ORBIT S	publish	1	1	0	1	0	2021/01/montable-orbits-juego-giratorio.png
6985	IRE-PL-05-00	MONTABLE GLOBFLEX	publish	2	1	1	1	0	2021/01/montable-globflex-juego-para-casas.png | 2022/12/juego-de-caballo-montable-en-puebla.jpg
6992	IRE-PL-01-00	MONTABLE ABEJA	publish	2	1	1	2	0	2021/01/IRE-116-montable-abeja.jpg | 2021/01/montable-abeja-juego-infantil.png
6994	IRE-00-01-00	MONTABLE BASICO	publish	1	1	0	1	0	2021/01/montable-basico-juego-para-escuelas.png
6997	IRE-PL-03-00	MONTABLE MOTO	publish	3	1	1	3	0	2021/01/IRE-416-Moto-1.png | 2021/01/IRE-416-moto-montable.jpg | 2026/03/IRE-PL-03-00-MONTABLE-MOTO.avif
7000	IRE-PL-08-00	MONTABLE DELFIN	publish	1	1	0	1	0	2021/01/montable-delfin-juego-para-jardines.png
7003	IRE-PL-02-00	MONTABLE CAMION	publish	3	1	1	3	0	2021/01/IRE-216-Camioncito-1.png | 2021/01/IRE-216-camion-montable.jpg | 2026/03/IRE-PL-02-00-MONTABLE-CAMION.avif
7009	RES-PL-04-00	RESBALADILLA RACER	publish	1	1	0	1	0	2021/01/resbaladilla-racer.jpg
7012	RES-00-01-00	RESBALADILLA LAM DE 2.40MT	publish	1	1	0	1	0	2021/01/resbaladilla-de-lamina-2m.png
7014	RES-00-02-00	RESBALADILLA LAMINA DE 3MT	publish	1	1	0	1	0	2021/01/resbaladilla-de-lamina-3m.png
7017	RES-PP-01-00	RESBALADILLA OLAS DE PLASTICO	publish	1	1	0	1	0	2021/01/RPP-112-Resbaladilla-1.png
7039	SUB-00-01-01	SUBE Y BAJA DOBLE	publish	3	1	1	2	1	2021/01/Eco-Jumbo-2022-logo-300x292.png | 2021/01/sube-y-baja-doble-para-parques.jpg | 2021/01/sube-y-baja-doble.png
7043	SUB-00-01-02	SUBE Y BAJA TRIPLE	publish	3	1	1	2	1	2021/01/Eco-Jumbo-2022-logo-300x292.png | 2021/01/sube-y-baja-triple-para-parques.jpg | 2021/01/sube-y-baja-triple.png
7044	MES-PT-02-00	Mesa Iluminada para Arena (PTJ-MIS-320)	draft	2	1	1	2	0	2021/01/PTJ-MIS-320.png | 2021/01/mesa-iluminada-con-arena-jumbo.jpg
7047	SUB-00-01-00	SUBE Y BAJA SENCILLO	publish	3	1	1	2	1	2021/01/Eco-Jumbo-2022-logo-300x292.png | 2021/01/sube-y-baja-para-parques.jpg | 2021/01/sube-y-baja-sencillo.png
7060	SUB-00-02-01	SUBE Y BAJA PULPO	publish	3	1	1	2	1	2021/01/Eco-Jumbo-2022-logo-300x292.png | 2021/01/sube-y-baja-doble-pulpo.png | 2021/01/sube-y-baja-parques-pulpo.jpg
7065	SUB-PL-01-00	SUBE Y BAJA BALLENA	publish	1	1	0	1	0	2021/01/sube-y-baja-ballena.jpg
7066	SUB-00-02-02	SUBE Y BAJA PULPO TRIPLE	publish	2	1	0	1	1	2021/01/Eco-Jumbo-2022-logo-300x292.png | 2021/01/sube-y-baja-triple-pulpo.png
7077	COL-CR-03-00	Pasamanos Curvo con Canastilla Compuesto Plástico Reforzado	publish	1	1	0	1	0	2021/01/PPC-112-Pasamanos-con-canastilla-1.png
7081	PAS-00-01-00	PASAMANOS IDA Y VUELTA	publish	1	1	0	1	0	2021/01/PIV-111-Pasamanos-Ida-y-Vuelta-1.png
7086	PAS-00-02-00	PASAMANOS ONDULADO 2 x 3 MTS.	publish	1	1	0	1	0	2021/01/PPO-124-Pasamanos-ondulado.png
7089	PAS-00-03-00	PASAMANOS RECTO 2 X 3 MTS.	publish	1	1	0	1	0	2021/01/PPN-122-Pasamanos-Recto.png
7091	INT-PL-04-00	PANELES INTERACTIVOS	publish	1	1	0	1	0	2021/01/paneles-interactivos.jpg
7100	INT-PL-02-00	PANEL INTERACTIVO MUÑECOS	publish	1	1	0	1	0	2021/01/panel-interactivo-munecos.jpg
7103	INT-PL-03-00	PANEL INTERACTIVO LABERINTO	publish	1	1	0	1	0	2021/01/panel-interactivo-laberinto.jpg
7120	EOS-IN-02-00	Juego URBANO INCLUSIVO	publish	2	1	0	2	0	2021/01/modulo-inclusivo-urbano.png | 2026/03/EOS-IN-02-00-MODULO-URBANO-INCLUSIVO.avif
7122	EOS-IN-05-00	Juego Maine Inclusivo (EOS-1612 7.0 DC)	draft	3	1	2	3	0	2021/01/EOS-1612-7.0-DC-Maine-2-AJ.png | 2021/01/maine-eos-61270dc-juego-inclusivo-web.jpg | 2021/01/maine-eos-61270dc-juego-inclusivo-web2.jpg
7124	EOS-IN-01-00	Juego MILWUAKEE INCLUSIVO	publish	6	1	3	6	0	2021/01/A-editado-.png | 2021/01/juego-inclusivo-milwauke.jpg | 2021/01/juego-incluyente-milwauke.jpg | 2021/01/juego-para-silla-de-ruedas-milwauke.jpg | 2021/01/modulo-milwake-juego-inclusivo-jumbo.jpg | 2026/03/EOS-IN-01-00-MODULO-MILWUAKEE-INCLUSIVO.avif
7126	EOS-IN-04-00	Juego Indiana Inclusivo (EOS-1210 7.0 DC)	draft	1	1	0	1	0	2021/01/EOS-1210-7.0-DC-Indiana.png
7137	JAM-119	AQUA JUM1	publish	1	1	0	1	0	2021/01/JAM-119.png
7145	JAM-219	AQUA JUM2	publish	2	1	0	1	0	2021/01/JAM-119.png | 2021/01/JAM-219.png
7150	JAM-319	AQUA JUM3	publish	1	1	0	1	0	2021/01/JAM-319.png
7153	JAM-419	AQUA JUM4	publish	2	1	0	2	0	2021/01/JAI-419.png | 2021/01/JAM-419.png
7156	JAM-519	AQUA JUM5	publish	2	1	0	2	0	2021/01/JAI-519.png | 2021/01/JAM-519.png
7167	JAI-419	ARCO SPRAY	publish	1	1	0	1	0	2021/01/JAI-419-1.png
7169	JAI-519	Bolardo Spray	publish	1	1	0	1	0	2021/01/JAI-519-1.png
7171	JAI-619	SPRAY S	publish	1	1	0	1	0	2021/01/JAI-619.png
7173	JAI-819	PALMERA LLUVIA	publish	2	1	0	2	0	2021/01/JAI-719.png | 2021/01/JAI-819.png
7177	JAI-919	SOMBRILLA LLUVIA	publish	1	1	0	1	0	2021/01/JAI-919.png
7224	PASART-25	Pasto Artificial 25mm de altura	publish	1	1	0	1	0	2021/01/pasto-sintetico-productos-jumbo.jpg
7228	PASART-45	Pasto Artificial 45mm de altura	publish	1	1	0	0	0	2021/01/pasto-sintetico-productos-jumbo.jpg
7230	PASART-45-BL	Pasto Artificial 45mm de altura 850grs Color Blanco	publish	1	1	0	1	0	2021/01/PASART-20-BL.png
7232	PASART-45-AM	Pasto Artificial 45 mm de altura 850grs Color Amarillo	publish	1	1	0	1	0	2021/01/PASART-20-AM.png
7233	PASART-45-RO	Pasto Artificial 45 mm de altura 850grs Color Rojo	publish	1	1	0	1	0	2021/01/PASART-20-RO.png
7235	PASART-45-AZ	Pasto Artificial 45 mm de altura 850grs Color Azul	publish	1	1	0	1	0	2021/01/PASART-20-AZ.png
7243	PTJ-MGB-220	Dexia Bote con iluminacion	publish	1	1	0	1	0	2021/01/PTJ-MGB-220.png
7254	PGR-50	Piso de Loseta de Caucho Rojo Chispa	publish	1	1	0	1	0	2021/01/Loseta-Rojo-chispa-PGR-50.jpg
7255	PGN-60	Piso de Loseta de Caucho Negro Chispa	publish	1	1	0	1	0	2021/01/Loseta-negro-Chispa-premium-PGN-60.jpg
7260	PGK-50	Piso de Loseta de Caucho Kaki	publish	1	1	0	1	0	2021/01/Loseta-kaki-premium-PGK-50.jpg
7261	PGG-50	Piso de Loseta de Caucho Gris	publish	1	1	0	1	0	2021/01/Loseta-Gris-premium-PGG-50.jpg
7262	MUA-217 A-P	Banca fuji A.	draft	1	1	0	1	0	2021/01/MUA-217-A-P.png
7263	PGCA-50	Piso de Loseta de Caucho Cafe	publish	1	1	0	1	0	2021/01/Loseta-Cafe-premium-PGCA-50.jpg
7265	MUA-217 B-P	Banca fuji B.	draft	1	1	0	1	0	2021/01/MUA-217-B-P.png
7266	PGN-50	Piso de Loseta de Caucho Negro	publish	1	1	0	1	0	2021/01/Loseta-negro-premium-PGN-50.jpg
7269	LBGR-50	Loseta Burbuja Terracota	publish	2	1	0	2	0	2021/01/loseta-burbuja-terracota-con-base.png | 2021/01/loseta-burbuja-verde-con-base.png
7272	LBGA-50	Loseta Burbuja Azul Marino	publish	1	1	0	1	0	2021/01/loseta-burbuja-Azul-con-base.png
7273	LBGV-50	Loseta Burbuja Verde	publish	1	1	0	0	0	2021/01/loseta-burbuja-verde-con-base.png
7275	PPG1-1	Private: JUMBO RUBBER PG1 A 1 CM	private	1	1	0	1	0	2021/01/rubber-5.png
7277	PPG1-2	Private: JUMBO RUBBER PG1 A 2 CM	private	1	1	0	1	0	2021/01/rubber-4.png
7278	INOX-214B	Private: Aparcabicicleta Two Circular	private	1	1	0	1	0	2021/01/INOX-214B.png
7279	PPG1-4	Private: JUMBO RUBBER PG1 A 3 CM	private	1	1	0	1	0	2021/01/rubber-3.png
7281	PPG1-4-1	Private: JUMBO RUBBER PG1 A 4 CM	private	1	1	0	1	0	2021/01/rubber-6.png
7286	PPTT-13	JUMBO RUBBER SPORT TIPO TARTAN A 13 MM	publish	1	1	0	1	0	2021/01/tartan.png
7292	BAN-CR-04-00	BANCA VINSONS KLEIN	publish	1	1	0	1	0	2021/01/MUA-120.png
7303	JAI-719	PULPO SPRAY	publish	1	1	0	0	0	2021/01/JAI-719.png
7383	EL-118-4C	INFINITO	publish	6	1	1	5	1	2021/01/EL-118-AJUSTADA.png | 2021/01/datosbotelogoariel2.png | 2021/01/juego-infantil-escultura.jpg | 2021/01/juego-ludico-infantil.jpg | 2021/01/juego-para-parque-de-jumbo-infinito.jpg | 2021/01/modulo-infinito-escultura-ludica.jpg
7395	EL-619-4C	TRAPIST	publish	4	1	2	2	1	2021/01/EL-619-1.png | 2021/01/EL-619.png | 2021/01/datosbotelogoariel2.png | 2021/11/esculturas-ludicas-recreativas.png
7405	EL-1519-4C	MILLER	publish	5	1	3	4	1	2021/01/EL-1519-AEREA.png | 2021/01/EL-1519-LATERAL.png | 2021/01/datosbotelogoariel2.png | 2021/01/escultura-ludica-miller.jpg | 2021/01/miller-juegos-increibles-para-parques.jpg
7407	EL-1619-4C	SIRIUS	publish	5	1	3	4	1	2021/01/EL-1619-LATERAL.png | 2021/01/EL-1619-SIN-PERNOS-TOP.png | 2021/01/datosbotelogoariel2.png | 2021/01/modulo-recreativo-sirius.jpg | 2021/01/sirius-juego-para-haciendas-hoteles.jpg
7411	COL-PT-02-00	COLUMPIO LUCENDI	publish	3	1	0	3	0	2021/01/PTJ-217.png | 2021/01/columpio-interactivo-jumbo.jpg | 2021/01/productos_jumbo_columpio_lucendi_con_luz.png
7416	PPG1-3	JUMBO RUBBER SPORT PG1 A 3 MM	publish	1	1	0	1	0	2021/01/tartan-2.png
7425	PIL-PT-02-00	LIGHT PILLAR	publish	2	1	1	2	0	2021/01/PTJ-617.png | 2021/01/pilares-de-luz-jumbo.jpg
7427	SUB-PT-01-00	SUBE Y BAJA LUCENDI	publish	2	1	1	2	0	2021/01/PTJ-116.png | 2021/01/SUBE-Y-BAJA-INTERACTIVO.jpg
7430	ALA-PT-01-00	Alas Lucendi (PTJ-118)	draft	2	1	1	2	0	2021/01/PTJ-118.png | 2021/01/alas-de-luces-jumbo.jpg
7442	BAN-PT-06-00	Private: Banca de Luz (PTJ-BL)	private	1	1	0	1	0	2021/01/PTJ-BL.png
7443	TUN-PT-01-00	TUNEL DE LUZ	publish	2	1	1	2	0	2021/01/TUNEL-SHOWROOM-1.png | 2021/01/tunel-de-luz-jumbo.jpg
7445	BAN-PT-04-00	BANCA LUCENDI	publish	1	1	0	1	0	2021/01/PTJ-218.png
7446	BAN-PT-05-00	BANCA MEDIA LUNA LUCENDI	publish	1	1	0	1	0	2021/01/PTJ-219.png
7450	TEM-PL-07-00	Juego MONSTRIKS	publish	6	1	2	5	0	2021/01/EOS-121.png | 2021/01/modulo-monstrik-EOS-121-2.jpg | 2021/01/modulo-monstrik-EOS-121.jpg | 2021/01/modulo-monstriks-juego-escuelas.jpg | 2026/03/TEM-PL-07-00-MODULO-MONSTRIKS.avif | 2026/04/TEM-PL-07-00-MODULO-MONSTRIKS.avif
7458	TEM-PR-09-00	Juego HORMIGUERO	publish	2	1	0	2	0	2021/01/modulo-hormiguero-juego-de-madera.jpg | 2026/03/TEM-PR-09-00-MODULO-HORMIGUERO.avif
7463	TRE-CU-07-00	TREPADERO VITEX	publish	1	1	0	1	0	2021/01/ITR-621.png
7464	TRE-CU-09-00	TREPADERO SALIX	publish	1	1	0	1	0	2021/01/ITR-721-1.png
7466	RES-PP-01-01	RESBALADILLA TRIPLE OLAS DE PLASTICO	publish	1	1	0	1	0	2021/01/RPP-112-3.png
7467	INT-PL-06-00	LABERINTO SENSORIAL	publish	1	1	0	1	0	2021/01/laberinto-sensorial.jpg
7479	BAN-PL-02-00	BANCA ONON	publish	1	1	0	1	0	2021/01/MUA-920.png
7480	BAN-PP-05-00	BANCA IKA	publish	2	1	0	1	1	2021/01/Eco-Jumbo-2022-logo-300x292.png | 2021/01/MUA-520.png
7491	MES-LP-01-01	MESA MERCATO DOPPIO	publish	1	1	0	1	0	2021/01/MUM-120-4.png
7496	SEÑ-00-10-00	SEÑALETICA DIRECCIÓN	publish	1	1	0	1	0	2021/01/Senaletica-Direccion-ESI-920.jpg
7505	BUS-00-01-00	PARABUS TECH	publish	1	1	0	1	0	2021/01/PB-220.png
7513	CAN-PL-09-00	MINI RAMPA CANINO	publish	2	1	0	1	1	2021/01/AEC-220.png | 2021/01/Eco-Jumbo-2022-logo-300x292.png
7749	TEM-PR-07-00	Juego Tren (TEM-PR-07-01)	draft	2	1	0	2	0	2021/01/MTT-113-7.0-Tren.png | 2021/01/modulo-tren-TEM-PR-07-00.jpg
7751	EVA-PR-01-20	Juego ATRACTION	publish	8	1	1	6	0	2021/01/EVA-814-9.0.png | 2021/01/juego-para-trepar-Modulo-Atraction-1.jpg | 2021/01/juego-para-trepar-Modulo-Atraction-2.jpg | 2021/01/juego-para-trepar-Modulo-Atraction-3.jpg | 2021/01/juego-para-trepar-Modulo-Atraction-4.jpg | 2026/03/EVA-PR-01-00-MODULO-ATRACTION.avif | 2026/07/Juego-Atraction-EVA-PR-01-00-top.avif | 2026/07/Juego-Atraction-EVA-PR-01-00.avif
7780	COL-AB-01-00	COLUMPIO PP EN A CON 2 ASIENTOS DE BANDA	publish	1	1	0	1	0	2021/01/CP-102-2.0-Columpio-1.png
7781	COL-AS-01-00	COLUMPIO PP EN A CON 2 ASIENTOS DE SEGURIDAD	publish	1	1	0	1	0	2021/01/CP-102A-2.0-1-Columpio-1.png
7783	COL-AB-03-00	COLUMPIO PP EN U CON 3 ASIENTOS DE BANDA	publish	2	1	1	2	0	2021/01/CP-103-U21-2.0-columpio-3-canastillas-1.jpg | 2021/01/columpio-3-canastillas-productos-jumbo.jpg
7789	COL-BS-01-00	COLUMPIO CANGURO	publish	2	1	1	2	0	2021/01/CP-216.png | 2021/01/Columpio-Canguro-CP-216-web.jpg
7791	COL-AB-06-00	COLUMPIO KRONE	publish	4	1	3	4	0	2021/01/CP-118-columpio-krone.jpg | 2021/01/CP-118-columpio-krone2.jpg | 2021/01/CP-118-columpio-krone3.jpg | 2021/01/columpio-krone-productos-jumbo.jpg
7794	CON-CR-02-00	COLUMPIO MULTIJUEGO	publish	2	1	1	2	0	2021/01/CPP-216-COLUMPIO-MULTIJUEGO-web.jpg | 2021/01/CPP-216.png
7819	IRE-PL-04-00	MONTABLE CABALLITO	publish	2	1	1	2	0	2021/01/juego-para-ninos.jpg | 2021/01/montable-caballito-juego-infantil.png
7824	INT-PL-05-00	MURO SENSORIAL	publish	1	1	0	1	0	2021/01/muro-sensorial-productos-jumbo.jpg
7828	INT-00-03-00	TUBO DIDACTICO GRANDE	publish	1	1	0	1	0	2021/01/tubo-didactico-grande.jpg
