product_id	product_sku	product_name	product_status	unique_images	featured_images	gallery_images	parented_attachments	content_images	image_paths
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	6	1	4	5	0	2020/12/CPD-118.png | 2020/12/conjunto-basico-calistenia-jumbo-2.jpg | 2020/12/conjunto-basico-calistenia-jumbo-3.jpg | 2020/12/conjunto-basico-calistenia-jumbo-4.jpg | 2020/12/conjunto-basico-calistenia-jumbo.jpg | 2026/04/CIR-00-02-00-CIRCUITO-CALISTENIA-BASICO.avif
6364	CIR-00-03-00	CIRCUITO CALISTENIA COMPLETO	publish	2	1	0	1	0	2020/12/CPD-218.png | 2026/04/CIR-00-03-00-CIRCUITO-CALISTENIA-COMPLETO.avif
6370	MES-LP-05-00	MESA RODAS CON TECHO CIRCULAR	publish	1	1	0	1	0	2020/12/MUM-419-1.png
6374	BAN-PP-03-00	BANCA PUMORI PLASTIMADERA	publish	3	1	0	2	1	2020/12/MUA-915.png | 2020/12/mobiliario_jumbo_banca_pumori.png | 2021/01/Eco-Jumbo-2022-logo-300x292.png
6389	BAN-00-02-00	BANCA VELETA	publish	3	1	2	3	0	2020/12/banca-veleta-jumbo.jpg | 2020/12/banca-veleta-para-parques-jumbo.jpg | 2020/12/banca-veleta-productos-jumbo.jpg
6390	BAN-PP-09-00	BANCA MIKENO	publish	4	1	2	3	1	2020/12/MUA-919.png | 2020/12/banca-de-exterior-mikeno-perfil.png | 2020/12/banca-de-exterior-mikeno-perfilada.png | 2021/01/Eco-Jumbo-2022-logo-300x292.png
6392	CIR-00-04-00	CIRCUITO CROSS-FIT	publish	2	1	1	2	0	2020/12/CBE-414.png | 2020/12/circuito-de-crossfit.jpg
6400	BAN-MS-03-01	BANCA TINDAYA SIN RESPALDO	publish	2	1	0	1	1	2020/12/MUA-418.png | 2021/01/Eco-Jumbo-2022-logo-300x292.png
6401	CIR-00-06-00	CIRCUITO PARA DEPORTES	publish	1	1	0	1	0	2020/12/CPD-210-2.0.png
6405	CIR-00-07-00	CIRCUITO DE EJERCICIOS BASIC	publish	1	1	0	1	0	2020/12/CPD-113.png
6411	CIR-00-08-00	CIRCUITO DE EJERCICIOS COMPLETO	publish	1	1	0	1	0	2020/12/CPD-213.png
