product_id	product_sku	product_name	product_status	relative_path	repository_path	mime_type	attachment_ids	roles
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	2020/12/CPD-118.png	media/production/uploads/2020/12/CPD-118.png	image/png	6363	parented_attachment
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	2020/12/conjunto-basico-calistenia-jumbo-2.jpg	media/production/uploads/2020/12/conjunto-basico-calistenia-jumbo-2.jpg	image/jpeg	23289	gallery_image | parented_attachment
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	2020/12/conjunto-basico-calistenia-jumbo-3.jpg	media/production/uploads/2020/12/conjunto-basico-calistenia-jumbo-3.jpg	image/jpeg	23290	gallery_image | parented_attachment
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	2020/12/conjunto-basico-calistenia-jumbo-4.jpg	media/production/uploads/2020/12/conjunto-basico-calistenia-jumbo-4.jpg	image/jpeg	23291	gallery_image | parented_attachment
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	2020/12/conjunto-basico-calistenia-jumbo.jpg	media/production/uploads/2020/12/conjunto-basico-calistenia-jumbo.jpg	image/jpeg	23288	gallery_image | parented_attachment
6361	CIR-00-02-00	CIRCUITO CALISTENIA BASICO	publish	2026/04/CIR-00-02-00-CIRCUITO-CALISTENIA-BASICO.avif	media/production/uploads/2026/04/CIR-00-02-00-CIRCUITO-CALISTENIA-BASICO.avif	image/avif	32260	featured_image
6364	CIR-00-03-00	CIRCUITO CALISTENIA COMPLETO	publish	2020/12/CPD-218.png	media/production/uploads/2020/12/CPD-218.png	image/png	6366	parented_attachment
6364	CIR-00-03-00	CIRCUITO CALISTENIA COMPLETO	publish	2026/04/CIR-00-03-00-CIRCUITO-CALISTENIA-COMPLETO.avif	media/production/uploads/2026/04/CIR-00-03-00-CIRCUITO-CALISTENIA-COMPLETO.avif	image/avif	32261	featured_image
6370	MES-LP-05-00	MESA RODAS CON TECHO CIRCULAR	publish	2020/12/MUM-419-1.png	media/production/uploads/2020/12/MUM-419-1.png	image/png	6371	featured_image | parented_attachment
6374	BAN-PP-03-00	BANCA PUMORI PLASTIMADERA	publish	2020/12/MUA-915.png	media/production/uploads/2020/12/MUA-915.png	image/png	6375	parented_attachment
6374	BAN-PP-03-00	BANCA PUMORI PLASTIMADERA	publish	2020/12/mobiliario_jumbo_banca_pumori.png	media/production/uploads/2020/12/mobiliario_jumbo_banca_pumori.png	image/png	20713	featured_image | parented_attachment
6374	BAN-PP-03-00	BANCA PUMORI PLASTIMADERA	publish	2021/01/Eco-Jumbo-2022-logo-300x292.png	media/production/uploads/2021/01/Eco-Jumbo-2022-logo-300x292.png	image/png	21944	content_url
6389	BAN-00-02-00	BANCA VELETA	publish	2020/12/banca-veleta-jumbo.jpg	media/production/uploads/2020/12/banca-veleta-jumbo.jpg	image/jpeg	23292	gallery_image | parented_attachment
